t,l_0_0,l_0_1,l_0_2,l_1_0,l_1_1,l_1_2,l_2_0,l_2_1,l_2_2,l_3_0,l_3_1,l_3_2,l_4_0,l_4_1,l_4_2,l_dot_0_0,l_dot_0_1,l_dot_0_2,l_dot_1_0,l_dot_1_1,l_dot_1_2,l_dot_2_0,l_dot_2_1,l_dot_2_2,l_dot_3_0,l_dot_3_1,l_dot_3_2,l_dot_4_0,l_dot_4_1,l_dot_4_2
6.300000000000000044e-01,3.972314166247212230e-02,5.923963190171675774e-02,6.439994096824445957e-02,5.956084909824448798e-02,5.056885464556566678e-02,5.283883782846131305e-02,6.487641753330784800e-02,4.915961510413915936e-02,4.929962823734434368e-02,6.140774323384638744e-02,5.120432217942010727e-02,5.083800864489694538e-02,5.664330492415767943e-02,5.338848848354632581e-02,5.317858934012254651e-02,7.550421911625086746e-02,9.224527125112653991e-02,1.018592616779906562e-01,1.004151891161328414e-01,8.181383859129237601e-02,8.629194308776325095e-02,1.035401952823820637e-01,8.269115727573113361e-02,8.319680850235743053e-02,9.555836897697030097e-02,8.728182677365996234e-02,8.689204298643131430e-02,9.071333673947927501e-02,8.932662095818987014e-02,8.902832851596469144e-02
6.400000000000000133e-01,4.048226444994592471e-02,6.016004273238269306e-02,6.541670886550592090e-02,6.056559338148374827e-02,5.138671708655768999e-02,5.370157780075003606e-02,6.590971628673483740e-02,4.998762047978284190e-02,5.013289566049053403e-02,6.236082338798232955e-02,5.207842638215711556e-02,5.170847396538536672e-02,5.754946098141620892e-02,5.428233323356490558e-02,5.406955478057057229e-02,7.615238718046303534e-02,9.192161674613467948e-02,1.015741396741574182e-01,1.004988208442151726e-01,8.178036939664412586e-02,8.626914224911619300e-02,1.031902816217420138e-01,8.287814600464420145e-02,8.341048811459143841e-02,9.514965442666506457e-02,8.749645463297116288e-02,8.714243719154279866e-02,9.055482364994318911e-02,8.942330923303261347e-02,8.913969732293289261e-02
6.500000000000000222e-01,4.124820780423220368e-02,6.107706384733713190e-02,6.643045611168538200e-02,6.157114590204637583e-02,5.220426457666712400e-02,5.456410410134386602e-02,6.693919479867144195e-02,5.081766308200087040e-02,5.096847894838004572e-02,6.330946586872400472e-02,5.295485452654561526e-02,5.258164493421027541e-02,5.845389428568292106e-02,5.517721912729074696e-02,5.496171770972922005e-02,7.684876271155531569e-02,9.157854339989704440e-02,1.012652019472664172e-01,1.005579529355533214e-01,8.176396964048390781e-02,8.625727860289714166e-02,1.027632138931371258e-01,8.310895311995195045e-02,8.366409546368380745e-02,9.466707118058886872e-02,8.775194731257011937e-02,8.743254450526222188e-02,9.036862370957464419e-02,8.953657885443871978e-02,8.926748593419746303e-02
6.600000000000000311e-01,4.202105518793187305e-02,6.199069907939236401e-02,6.744113033130139101e-02,6.257719129375098610e-02,5.302170668139851578e-02,5.542655104974529567e-02,6.796427286604705964e-02,5.165008744469185009e-02,5.180665678433326454e-02,6.425317166472865882e-02,5.383389800378866191e-02,5.345776904700169641e-02,5.935642344337029030e-02,5.607325937961520762e-02,5.585517727102660285e-02,7.756757042837743310e-02,9.122800298459637913e-02,1.009435244871507431e-01,1.005952985577699410e-01,8.176133865566956316e-02,8.625463900148137852e-02,1.022821844667976959e-01,8.336980297075251289e-02,8.394498066710259776e-02,9.413382753216857635e-02,8.803482508649310145e-02,8.774931658226139963e-02,9.016333353922172111e-02,8.966059991302964549e-02,8.940590231547153321e-02
6.700000000000000400e-01,4.280060325651168646e-02,6.290109186033508715e-02,6.844880711898788939e-02,6.358337877162419105e-02,5.383926467033758184e-02,5.628906316562330009e-02,6.898453265080835284e-02,5.248514949340121055e-02,5.264761013953444396e-02,6.519163282804185666e-02,5.471574658038376449e-02,5.433697782498882189e-02,6.025694162015671901e-02,5.697052135202903406e-02,5.674998078714143385e-02,7.828016698019671371e-02,9.088318730726274719e-02,1.006214332943330403e-01,1.006150454781785386e-01,8.176805443902519788e-02,8.625881779784395909e-02,1.017746340413009376e-01,8.364436340507634682e-02,8.423833050422153967e-02,9.357687026815891818e-02,8.832936782079747751e-02,8.807775085751358424e-02,8.994887270908485943e-02,8.978862890474686997e-02,8.954832421238659301e-02
6.800000000000000488e-01,4.358639889440525661e-02,6.380847827908470160e-02,6.945365893632361731e-02,6.458969013969696749e-02,5.465692618047120893e-02,5.715163092002992218e-02,7.000025343971534586e-02,5.332268342459386273e-02,5.349117383646746771e-02,6.612513067114424159e-02,5.560023384428704196e-02,5.521910342994652138e-02,6.115554987580171242e-02,5.786892969517291874e-02,5.764605051334264346e-02,7.898713586405450848e-02,9.054339276846454232e-02,1.002992153073464787e-01,1.006167249752186049e-01,8.178450357701856632e-02,8.627027892309087342e-02,1.012410483267900535e-01,8.393265812529936143e-02,8.454389754668011070e-02,9.299829767672204706e-02,8.863494544452829582e-02,8.841652354671857006e-02,8.972641791977198356e-02,8.992036640525949420e-02,8.969420414036161082e-02
6.900000000000000577e-01,4.437854302384847127e-02,6.471282449456230990e-02,7.045560454425094099e-02,6.559606998001427103e-02,5.547470853488098430e-02,5.801427243038313752e-02,7.101125228153698510e-02,5.416277122954023943e-02,5.433744326459905016e-02,6.705347536861859525e-02,5.648744297454254965e-02,5.610424872608898300e-02,6.205217263673553502e-02,5.876851369932235836e-02,5.854342261721965507e-02,7.968849806214940712e-02,9.020878060367311380e-02,9.997756160860279961e-02,1.005989347209713392e-01,8.181246823928287060e-02,8.628975336369938687e-02,1.006807265395341516e-01,8.423632760045599022e-02,8.486158506980148730e-02,9.239937244515920856e-02,8.895222449594454572e-02,8.876440583279981977e-02,8.949689588039011490e-02,9.005613569237524985e-02,8.984321400533346047e-02
7.000000000000000666e-01,4.517726015024043501e-02,6.561405407696416225e-02,7.145451870769602143e-02,6.660222358149360533e-02,5.629279302478348845e-02,5.887711635705820956e-02,7.201689373804669170e-02,5.500577034493125267e-02,5.518673505869442497e-02,6.797611097980547912e-02,5.737768236598612265e-02,5.699269777175051260e-02,6.294660801948620543e-02,5.966939143754838859e-02,5.944220800030378810e-02,8.036392142271953087e-02,8.988927139523736343e-02,9.966561603791562751e-02,1.005640711422368522e-01,8.185023682884733087e-02,8.631570482011424739e-02,1.001124342045879856e-01,8.454541320136983729e-02,8.518075569191321805e-02,9.179906163375899097e-02,8.927127763721254272e-02,8.911043105074305248e-02,8.926743313646617883e-02,9.019179147549234721e-02,8.999077303347348400e-02
7.099999999999999645e-01,4.598258855780060911e-02,6.651217673547961395e-02,7.245036347759130357e-02,6.760790629134746932e-02,5.711132749704133510e-02,5.974026629304634434e-02,7.301676102239061661e-02,5.585191913931734226e-02,5.603924740015216871e-02,6.889269510560944165e-02,5.827114633779753583e-02,5.788461556138406461e-02,6.383873402742316905e-02,6.057163434811641683e-02,6.034246842417860524e-02,8.099668282989093415e-02,8.959293148966779308e-02,9.937098278300920962e-02,1.005145426574694661e-01,8.189612680723037941e-02,8.634670712360896505e-02,9.955235139359437657e-02,8.485129029692521641e-02,8.549232151888620790e-02,9.121361739824496162e-02,8.958357391153289051e-02,8.944526812035444308e-02,8.904413363036274565e-02,9.032378879395643045e-02,9.013299612808156613e-02
7.199999999999999734e-01,4.679438030956886707e-02,6.740728831829120860e-02,7.344318819087558570e-02,6.861292351508348208e-02,5.793042635416316422e-02,6.060380076395472521e-02,7.401065599908765447e-02,5.670133691310849655e-02,5.689506001700427029e-02,6.980309888849910160e-02,5.916791513350051074e-02,5.878004802556122121e-02,6.472850855075738818e-02,6.147526723448627078e-02,6.124421651047997489e-02,8.157366820367754900e-02,8.932597299763644916e-02,9.909972637951831864e-02,1.004527696767776729e-01,8.194848469443963279e-02,8.638144423628574264e-02,9.901407272478426891e-02,8.514666825406710937e-02,8.578874414413470428e-02,9.065657698977566681e-02,8.988197874314060587e-02,8.976122154626073324e-02,8.883207870127789174e-02,9.044918301706063313e-02,9.026669386958614816e-02
7.299999999999999822e-01,4.761230124740541136e-02,6.829957081257455320e-02,7.443312947049390838e-02,6.961713071650431350e-02,5.875017055430360735e-02,6.146777322800649201e-02,7.499859918402940195e-02,5.755402389857423168e-02,5.775413418391604076e-02,7.070740701250705085e-02,6.006795492096269479e-02,5.967892203097217851e-02,6.561596936654122414e-02,6.238026826531212904e-02,6.214741574089601567e-02,8.208537249998121288e-02,8.909275379397693650e-02,9.885637171098837772e-02,1.003811846019241477e-01,8.200568606897190582e-02,8.641871025107554505e-02,9.850860736297666065e-02,8.542559043780119377e-02,8.606403464861633879e-02,9.013876275494464574e-02,9.016075393730499377e-02,9.005223141790906494e-02,8.863532708524528292e-02,9.056562984404546712e-02,9.038937251554417240e-02
7.399999999999999911e-01,4.843583099199084974e-02,6.918929234449841537e-02,7.542041122539758224e-02,7.062043341770767035e-02,5.957060761126332926e-02,6.233221207604073416e-02,7.598082974448017168e-02,5.840986125984357069e-02,5.861631272218617572e-02,7.160591770322992378e-02,6.097111779239568902e-02,6.058104538042575343e-02,6.650123413866851352e-02,6.328656897444256968e-02,6.305198045716710331e-02,8.252589971059164087e-02,8.889577751768447389e-02,9.864390400887534938e-02,1.003022318263257356e-01,8.206613556781323926e-02,8.645740939173804374e-02,9.804437901957867296e-02,8.568343421119378744e-02,8.631375360083207160e-02,8.966828213578047213e-02,9.041555768032975837e-02,9.031387340956710530e-02,8.845691491513414662e-02,9.067138530409891983e-02,9.049923400064112389e-02
7.500000000000000000e-01,4.926426294282613971e-02,7.007680717922469549e-02,7.640534465054428515e-02,7.162278719908632407e-02,6.039175159448899322e-02,6.319712063151251835e-02,7.695780549907701995e-02,5.926861109290510604e-02,5.948131999974673456e-02,7.249914272782836955e-02,6.187714176435500646e-02,6.148610681284939067e-02,6.738450041787454048e-02,6.419405426092054945e-02,6.395777586108590540e-02,8.289296286318643958e-02,8.873569357191581075e-02,9.846376885254580491e-02,1.002183677350534791e-01,8.212826688643885820e-02,8.649655601286168616e-02,9.762722595258552238e-02,8.591691093537189017e-02,8.653501105682624706e-02,8.925052766974665708e-02,9.064344453955293368e-02,9.054335878032299112e-02,8.829885572064925803e-02,9.076530575635642639e-02,9.059517593669105806e-02
7.600000000000000089e-01,5.009670427823263716e-02,7.096255572090841290e-02,7.738832822689792335e-02,7.262419769932812463e-02,6.121358312907330262e-02,6.406247715049286084e-02,7.793020291782970510e-02,6.012991642560692324e-02,6.034876193116314042e-02,7.338780739502707984e-02,6.278565077774012071e-02,6.239367600328916963e-02,6.826604564173607836e-02,6.510256238898343151e-02,6.486461801449731890e-02,8.318788402133112103e-02,8.861129712398931046e-02,9.831587216927689665e-02,1.001320607048325761e-01,8.219054277881318593e-02,8.653527459986358472e-02,9.726040096658050693e-02,8.612406596952321136e-02,8.672646656018651035e-02,8.888817698974173231e-02,9.084286546334691126e-02,9.073953437408537048e-02,8.816214042833099562e-02,9.084684788990085580e-02,9.067679161263651755e-02
7.700000000000000178e-01,5.093207595535205467e-02,7.184706451269770588e-02,7.836984772142874256e-02,7.362472061541598667e-02,6.203604939575497329e-02,6.492823482166873439e-02,7.889891712212071528e-02,6.099330121765667717e-02,6.121812597763418018e-02,7.427285055511473333e-02,6.369615469779443817e-02,6.330320356290979056e-02,6.914622713467133419e-02,6.601188498806295768e-02,6.577227383929855342e-02,8.341559428447907487e-02,8.851952910538485320e-02,9.819858023425634408e-02,1.000457911040424225e-01,8.225145505738985785e-02,8.657279976898962781e-02,9.694457141273500611e-02,8.630427867089610072e-02,8.688832914204393243e-02,8.858119282409922246e-02,9.101366778111842637e-02,9.090288261958334726e-02,8.804673736155527175e-02,9.091606872376251092e-02,9.074436999454861541e-02
7.800000000000000266e-01,5.176911271014647542e-02,7.273094623673388714e-02,7.935047618711323081e-02,7.462446170262786171e-02,6.285906413091871259e-02,6.579432176634308904e-02,7.986506188470528234e-02,6.185817036062152274e-02,6.208878114699202533e-02,7.515542459994403734e-02,6.460804931410531193e-02,6.421402103899456759e-02,7.002548210793996253e-02,6.692176705278522764e-02,6.668046111743904103e-02,8.358463378797162391e-02,8.845547621174393305e-02,9.810871967058247545e-02,9.996205129271658330e-02,8.230952459311172142e-02,8.660847626731442428e-02,9.667781918880852254e-02,8.645826239479958986e-02,8.702235732107287125e-02,8.832682299658763114e-02,9.115709520330858573e-02,9.103552153036649497e-02,8.795159224053356040e-02,9.097362560691914235e-02,9.079889572562697964e-02
7.900000000000000355e-01,5.260637830091129119e-02,7.361489224176405444e-02,8.033086707683866068e-02,7.562357518914007704e-02,6.368250874540712370e-02,6.666064209122526951e-02,8.082995595644658360e-02,6.272381686326618244e-02,6.295998580440209658e-02,7.603688164646027481e-02,6.552062350669396462e-02,6.512534896571076093e-02,7.090432247980822666e-02,6.783190993815645109e-02,6.758885185300468612e-02,8.370706868379658439e-02,8.841242069192541131e-02,9.804160586777202480e-02,9.988332059180922429e-02,8.236331611734008795e-02,8.664176421826264018e-02,9.645564988976489118e-02,8.658806114931000275e-02,8.713184744300041251e-02,8.811961009396110378e-02,9.127578177132637804e-02,9.114119532941585000e-02,8.787463018433994133e-02,9.102077260642341128e-02,9.084204426184197545e-02
8.000000000000000444e-01,5.344414570515112345e-02,7.449875279251867710e-02,8.131090684393516010e-02,7.662205055435883372e-02,6.450638343710440870e-02,6.752721338284226049e-02,8.179340496725914789e-02,6.359033014285261909e-02,6.383186389134773431e-02,7.691703922113053704e-02,6.643396336569315497e-02,6.603730300249335827e-02,7.178268410596864990e-02,6.874234913207361020e-02,6.849749285204317917e-02,8.378643649768151291e-02,8.838890878991144395e-02,9.799533950861724629e-02,9.980930916020792909e-02,8.241309436491631168e-02,8.667268163813665605e-02,9.627407697717238477e-02,8.669568516603190500e-02,8.721904060077960430e-02,8.795461523537570492e-02,9.137203856205271257e-02,9.122288874796678770e-02,8.781378521645590018e-02,9.105851334887184179e-02,9.087508020293665056e-02
8.100000000000000533e-01,5.428273406893217856e-02,7.538235843113189061e-02,8.229046892084716791e-02,7.761984033569047092e-02,6.533071828315077656e-02,6.839407069702052588e-02,8.275511217981036671e-02,6.445786760207306010e-02,6.470458593570665995e-02,7.779561038438928544e-02,6.734822117487911097e-02,6.695004963418239863e-02,7.266046153095212512e-02,6.965314824668122906e-02,6.940645391551122922e-02,8.382207680182288123e-02,8.838569977910298858e-02,9.796979184384550787e-02,9.974044005545174008e-02,8.245880073863610937e-02,8.670076807983859157e-02,9.613355376990398438e-02,8.678104302936047454e-02,8.728350110843836884e-02,8.783153788738358447e-02,9.144602174469888822e-02,9.128073200652989105e-02,8.776878234239966770e-02,9.108695402491456816e-02,9.089810650766828870e-02
8.200000000000000622e-01,5.512152315821107484e-02,7.626600077371090136e-02,8.326985115702463525e-02,7.861700104623678409e-02,6.615547185241248129e-02,6.926118085738425245e-02,8.371563074093087142e-02,6.532614099685178644e-02,6.557783681827912547e-02,7.867316217010328350e-02,6.826310677782600200e-02,6.786325788613339904e-02,7.353786862384127654e-02,7.056418643518244660e-02,7.031559759588339176e-02,8.381830643409361736e-02,8.840054893914595091e-02,9.796314493155527936e-02,9.967860155764191044e-02,8.249950306987342830e-02,8.672527952518660488e-02,9.603402904175448174e-02,8.684422593971430349e-02,8.732546844008935716e-02,8.774965041735162397e-02,9.149819393369723608e-02,9.131531501028676556e-02,8.773930820331721225e-02,9.110638751551924930e-02,9.091147024237382357e-02
8.300000000000000711e-01,5.595999482394397456e-02,7.714992103087010833e-02,8.424930373560345076e-02,7.961359563468552170e-02,6.698059958277959025e-02,7.012850960319776117e-02,8.467544870794541101e-02,6.619489377924041296e-02,6.645134167211318166e-02,7.955018995413523641e-02,6.917836468366879432e-02,6.877664145370444848e-02,7.441509191278325441e-02,7.147535784902726841e-02,7.122480530208087635e-02,8.377983784629414177e-02,8.843104586905560505e-02,9.797336230506764609e-02,9.962521767036178200e-02,8.253451486157858952e-02,8.674568210800791268e-02,9.597436757696661824e-02,8.688585947196832138e-02,8.734577523095986284e-02,8.770721689504747121e-02,9.152949677584390487e-02,9.132780072327356669e-02,8.772467077163141613e-02,9.111728888893368128e-02,9.091573626153112708e-02
8.399999999999999689e-01,5.679773300208656311e-02,7.803431000773100590e-02,8.522902917340552387e-02,8.060969348531045464e-02,6.780605378116601190e-02,7.099602158936557661e-02,8.563498904867287986e-02,6.706390109741794392e-02,6.732486588250467807e-02,8.042711745434374948e-02,7.009377406710330660e-02,6.968995870225611067e-02,7.529229058498961014e-02,7.238657163791244187e-02,7.213397729947158832e-02,8.371177910415235346e-02,8.847461448721655186e-02,9.799818897292629505e-02,9.958124812067677134e-02,8.256339528827837115e-02,8.676165211413888745e-02,9.595235017023112656e-02,8.690710357545382292e-02,8.734584727739183596e-02,8.770149309263960968e-02,9.154135095029891644e-02,9.131992516838111085e-02,8.772379935104207549e-02,9.112031540068578350e-02,9.091168720775902323e-02
8.499999999999999778e-01,5.763442371359411842e-02,7.891930810392226714e-02,8.620918232093871536e-02,8.160537041797139013e-02,6.863178362350949580e-02,7.186368038643237144e-02,8.659460964142635941e-02,6.793296979569077298e-02,6.819821508699734636e-02,8.130429673058342521e-02,7.100914876838619605e-02,7.060301266715153512e-02,7.616959648673642114e-02,7.329775194978158104e-02,7.304303270987014263e-02,8.361963388732361613e-02,8.852851303138281613e-02,9.803515141889752871e-02,9.954718835913438368e-02,8.258594919607591123e-02,8.677307598142496026e-02,9.596467362668667511e-02,8.690965257395841248e-02,8.732770353684195241e-02,8.772872648469726142e-02,9.153565616858606868e-02,9.129399742735477830e-02,8.773524457652588648e-02,9.111630649358359868e-02,9.090032351181724646e-02
8.599999999999999867e-01,5.846985506442142072e-02,7.980500531357964666e-02,8.718987036239683741e-02,8.260070868811408840e-02,6.945773515477161875e-02,7.273144848058289702e-02,8.755460327501303486e-02,6.880193841449264158e-02,6.907123517538270308e-02,8.218200818470472457e-02,7.192433729333494452e-02,7.151565105375637388e-02,7.704711412336420762e-02,7.420883793082505564e-02,7.395190951153778058e-02,8.350930148939081366e-02,8.858983405867772165e-02,9.808155760197025119e-02,9.952306955976426839e-02,8.260222710265080481e-02,8.678005029972070405e-02,9.600695076191990973e-02,8.689573516572608736e-02,8.729395612788153069e-02,8.778415624819047025e-02,9.151479117459300483e-02,9.125289964079456861e-02,8.775717841433650079e-02,9.110628379771533447e-02,9.088286339260642777e-02
8.699999999999999956e-01,5.930391724552279420e-02,8.069144122534607777e-02,8.817115281565970908e-02,8.359579698677034598e-02,7.028385128893777090e-02,7.359928727364214995e-02,8.851519764873425067e-02,6.967067719038468054e-02,6.994381228970007747e-02,8.306046056055409188e-02,7.283922281332784465e-02,7.242776623743879538e-02,7.792492065927797418e-02,7.511978372548004657e-02,7.486056453918248088e-02,8.338707681786430848e-02,8.865550444559402998e-02,9.813449695635598213e-02,9.950845862007809406e-02,8.261252519725902077e-02,8.678288181088979203e-02,9.607371040196546752e-02,8.686811442345715450e-02,8.724781033019654575e-02,8.786201326249004628e-02,9.148161374457117190e-02,9.120008700815507297e-02,8.778739416200444234e-02,9.109145113044929409e-02,9.086074285716819188e-02
8.800000000000000044e-01,6.013660253285212087e-02,8.157860502237160305e-02,8.915304153229311468e-02,8.459073044055792634e-02,7.111007180901722513e-02,7.446715708307521941e-02,8.947655537238551060e-02,7.053908805605541010e-02,7.081587282423666696e-02,8.393979094397388541e-02,7.375372316530401373e-02,7.333929526356951223e-02,7.880306591794715432e-02,7.603055847643058751e-02,7.576897348395889020e-02,8.325965039418192770e-02,8.872228538799381559e-02,9.819084039148882892e-02,9.950245816106968733e-02,8.261738534073299889e-02,8.678208740880496985e-02,9.615839738330590747e-02,8.683008779430827218e-02,8.719306458458769837e-02,8.795552010936760756e-02,9.143946068713589004e-02,9.113958778774551572e-02,8.782330644833717670e-02,9.107319449643395959e-02,9.083561570068503233e-02
8.900000000000000133e-01,6.096800528736282671e-02,8.246643548231340215e-02,9.013550069754880378e-02,8.558561061168065698e-02,7.193633336704302605e-02,7.533501714198737043e-02,9.043877396625646381e-02,7.140710464032071214e-02,7.168738342552742615e-02,8.482006476280237739e-02,7.466779085176343533e-02,7.425021984752175341e-02,7.968157238190570757e-02,7.694114632460745395e-02,7.667713089346833710e-02,8.313410835370900476e-02,8.878677240110853519e-02,9.824724029202554221e-02,9.950370652721494957e-02,8.261759506548152499e-02,8.677839413934813895e-02,9.625337255287177984e-02,8.678548709989247767e-02,8.713411049297031807e-02,8.805689107299556617e-02,9.139214784326624152e-02,9.107600329672968509e-02,8.786195123341908331e-02,9.105308208759789468e-02,9.080935350648039472e-02
9.000000000000000222e-01,6.179832195500786773e-02,8.335482097733583340e-02,9.111844683036447734e-02,8.658054549792831844e-02,7.276256948407210101e-02,7.620282559912398834e-02,9.140188586113089098e-02,7.227469226812384406e-02,7.255835099235519170e-02,8.570127578687378178e-02,7.558141304076687605e-02,7.516056637467127821e-02,8.056043519275202236e-02,7.785154640918828806e-02,7.758505017175884588e-02,8.301793244573836550e-02,8.884539531953900005e-02,9.830013051784543265e-02,9.951037778647184306e-02,8.261418757548984193e-02,8.677273920041024546e-02,9.634991276804161231e-02,8.673867853627910407e-02,8.707593281837441856e-02,8.815733213994708661e-02,9.134397008630516790e-02,9.101450791112601635e-02,8.789998580861144162e-02,9.103286428314982803e-02,9.078404564601867677e-02
9.100000000000000311e-01,6.262784625602077493e-02,8.424360174288537950e-02,9.210175145653590190e-02,8.757564340767902411e-02,7.358871398401437003e-02,7.707054233316054659e-02,9.236585228457777630e-02,7.314185161894556919e-02,7.342882524953373014e-02,8.658334198653309943e-02,7.649461415831956823e-02,7.607040745627427492e-02,8.143962071251405199e-02,7.876177372932033349e-02,7.849276406911741277e-02,8.291862554796744500e-02,8.889460662609609265e-02,9.834590395682482611e-02,9.952022941665063238e-02,8.260842236984511366e-02,8.676624076131364549e-02,9.643857384911323771e-02,8.669439915490144422e-02,8.702388518310695542e-02,8.824741240028938227e-02,9.129953543649058090e-02,9.096061613941273938e-02,8.793382899296726951e-02,9.101440562974469350e-02,9.076190656029779757e-02
9.200000000000000400e-01,6.345663487158904881e-02,8.513273303914395407e-02,9.308541577573527237e-02,8.857069764017189151e-02,7.441487872490837319e-02,7.793827092041233362e-02,9.333030922117925565e-02,7.400877834105534792e-02,7.429899338438558654e-02,8.746595481451943654e-02,7.740755946434915713e-02,7.697990302561603937e-02,8.231901577998680664e-02,7.967189080787190347e-02,7.940033370692409220e-02,8.282424322724304955e-02,8.894068233583457550e-02,9.839009463981437942e-02,9.953359491563923411e-02,8.260049782121431372e-02,8.675844024121261155e-02,9.652897393098257284e-02,8.664877363626891094e-02,8.697156281042396631e-02,8.833728069187776755e-02,9.125469529453782147e-02,9.090757467750125442e-02,8.796731621543882329e-02,9.099597414185385535e-02,9.074025917380652839e-02
9.300000000000000488e-01,6.428468732138876984e-02,8.602221221732701817e-02,9.406944562681218702e-02,8.956566869097787320e-02,7.524108502405937871e-02,7.880603067552351126e-02,9.429518927344002210e-02,7.487550808133111580e-02,7.516889013482254411e-02,8.834905117496427707e-02,7.832028097727444793e-02,7.788908699519316026e-02,8.319859570766174883e-02,8.058191005440532018e-02,8.030777222397982029e-02,8.273246407735640462e-02,8.898509832013107301e-02,9.843352253958519149e-02,9.955080404960388318e-02,8.259043592301065773e-02,8.674905062588525451e-02,9.662359885260307646e-02,8.660095294816996803e-02,8.691721535139509958e-02,8.842976829772167258e-02,9.120845991475018399e-02,9.085339634422343047e-02,8.800158937528189396e-02,9.097714808358707550e-02,9.071832211412543534e-02
9.400000000000000577e-01,6.511212702742487368e-02,8.691198134077142423e-02,9.505377357338902489e-02,9.056069481301498580e-02,7.606725521513928168e-02,7.967375802625885350e-02,9.526061297827050078e-02,7.574196595634391516e-02,7.603846828034489802e-02,8.923269959379183380e-02,7.923273055727948766e-02,7.879794039554881280e-02,8.407838203052056536e-02,8.149181665616310466e-02,8.121507529188709551e-02,8.265164687717434233e-02,8.902393862931282098e-02,9.847194440060280662e-02,9.957094319293177676e-02,8.257872904170261708e-02,8.673856978104901860e-02,9.671478440476702354e-02,8.655461235019441812e-02,8.686541253397109252e-02,8.851731136921267562e-02,9.116444386781008546e-02,9.080265157411412935e-02,8.803387152798688997e-02,9.095939498174004934e-02,9.069792119360406413e-02
9.500000000000000666e-01,6.593908708012252706e-02,8.780197822403916497e-02,9.603832794101321846e-02,9.155589191525989601e-02,7.689332428995786228e-02,8.054139994418939297e-02,9.622665919727772799e-02,7.660810014021691983e-02,7.690770142419926791e-02,9.011693435149938092e-02,8.014487918338586425e-02,7.970646131750837304e-02,8.495838414454202903e-02,8.240160291938579407e-02,8.212224503771249629e-02,8.258869385619956038e-02,8.905398970470364273e-02,9.850183804514883734e-02,9.959313759088304907e-02,8.256585434873726925e-02,8.672745951515350993e-02,9.679600783016874266e-02,8.651289894365160604e-02,8.682001693191454539e-02,8.859351399773279789e-02,9.112572028882393038e-02,9.075918169886969256e-02,8.806181819796672638e-02,9.094395786159853445e-02,9.068058808805923299e-02
9.599999999999999645e-01,6.676571023832719720e-02,8.869213643291741500e-02,9.702303281715735084e-02,9.255135356274796221e-02,7.771923989846279968e-02,8.140891394469243481e-02,9.719336511676543444e-02,7.747388186462536575e-02,7.777658399337863959e-02,9.100175548315722618e-02,8.105671695345265104e-02,8.061466491217951502e-02,8.583859930670204030e-02,8.331126826931189999e-02,8.302929004398673651e-02,8.254905069457060818e-02,8.907274037862400462e-02,9.852040237332099215e-02,9.961655135959079921e-02,8.255227382054031171e-02,8.671614557938056578e-02,9.686188782340462988e-02,8.647843167157040489e-02,8.678418396479989361e-02,8.865314821465444806e-02,9.109482087732206912e-02,9.072609894734796898e-02,8.808351737855686647e-02,9.093185524693839228e-02,9.066756033677501880e-02
9.699999999999999734e-01,6.759214892930465179e-02,8.958238528441851700e-02,9.800780805121911410e-02,9.354715097657322065e-02,7.854496234873963034e-02,8.227626808695152894e-02,9.816072624773403144e-02,7.833930541879664811e-02,7.864513123862232336e-02,9.188712877840875259e-02,8.196825308417651779e-02,8.152258339095212747e-02,8.671901263497358570e-02,8.422081925017795012e-02,8.393622534870462393e-02,8.253670652306187294e-02,8.907838187439091893e-02,9.852555736303307554e-02,9.964038748606110496e-02,8.253843423851610350e-02,8.670501766764418528e-02,9.690818453097313490e-02,8.645330131869920220e-02,8.676036189801347720e-02,8.869215399134050548e-02,9.107373589725883956e-02,9.070578644556828718e-02,8.809748953201525234e-02,9.092388116002557419e-02,9.065978134250279874e-02
9.799999999999999822e-01,6.841856524874091738e-02,9.047264984677995392e-02,9.899256925452123990e-02,9.454333303388834375e-02,7.937046460701180361e-02,8.314344097395644229e-02,9.912869642588056918e-02,7.920438814951025197e-02,7.951337923441600952e-02,9.277298578147040453e-02,8.287951591109161964e-02,8.243026602549835546e-02,8.759959710832675162e-02,8.513026952521844659e-02,8.484307244532506009e-02,8.255419392308355198e-02,8.906980780631804095e-02,9.851594407001497411e-02,9.966388782817298120e-02,8.252476718904758202e-02,8.669442941659057100e-02,9.693179955127473324e-02,8.643907051150588605e-02,8.675029184275342975e-02,8.870763923914423699e-02,9.106391417701255320e-02,9.069989821671146923e-02,8.810268758952241597e-02,9.092060512161610764e-02,9.065790037146122249e-02
9.899999999999999911e-01,6.924513096074226548e-02,9.136285093946434899e-02,9.997722780031163825e-02,9.553992626790470954e-02,8.019573229764061228e-02,8.401042175250321431e-02,1.000971878115987646e-01,8.006917046109773839e-02,8.038138487899165741e-02,9.365922379113168772e-02,8.379055288856963879e-02,8.333777914777258655e-02,8.848031356672876602e-02,8.603963987666590763e-02,8.574985928277106817e-02,8.260258892668176367e-02,8.904661417971559967e-02,9.849092462781267043e-02,9.968633311467840763e-02,8.251168906349636012e-02,8.668469840559808737e-02,9.693077593461198183e-02,8.643677371817792832e-02,8.675500775602980330e-02,8.869787980940933847e-02,9.106626310938548130e-02,9.070935918111985852e-02,8.809849695118134039e-02,9.092237215095609615e-02,9.066227255333621227e-02
