t,p_0_x,p_0_y,p_0_z,p_1_x,p_1_y,p_1_z,p_2_x,p_2_y,p_2_z,p_3_x,p_3_y,p_3_z,p_4_x,p_4_y,p_4_z,pd_4_x,pd_4_y,pd_4_z,error_of_sec_4
1.500000000000000000e+00,1.525038747148642349e-01,3.072594743530956962e-03,1.608877900138281081e-01,3.584710972305619747e-01,1.460214335986213807e-01,2.090944589709205770e-01,3.163318284036764627e-01,2.984612940475375176e-01,4.261972134164877524e-01,1.123278808616371971e-01,2.646316266595291067e-01,6.161752424065043421e-01,-1.041745452539945826e-01,1.639179036204855278e-01,7.670213382365840271e-01,-1.256347245445478267e-01,1.556146393775842407e-01,7.500000000000000000e-01,2.862183515490107286e-02
1.510000000000000009e+00,1.531830595164458408e-01,2.965666876784317507e-03,1.608877558584251299e-01,3.590355061476548371e-01,1.472190703893914432e-01,2.082435006391887278e-01,3.151239505855114587e-01,3.000324003358213476e-01,4.257756864689853371e-01,1.101315134532618312e-01,2.644944685475620338e-01,6.157485198202414800e-01,-1.065493383321808873e-01,1.621869959108831472e-01,7.669560124622905040e-01,-1.279547229614592108e-01,1.537126828594707340e-01,7.500000000000000000e-01,2.859214632450726712e-02
1.520000000000000018e+00,1.538622991860535971e-01,2.853421238768999446e-03,1.608828664792880669e-01,3.595894998229949291e-01,1.484106622690724853e-01,2.073751408684257336e-01,3.139162101218319623e-01,3.015850960811972126e-01,4.253369189947266982e-01,1.079660040335961302e-01,2.643356281985158041e-01,6.153216198427369221e-01,-1.088682949469163830e-01,1.604450168929779375e-01,7.669209893637561892e-01,-1.302459321055091934e-01,1.517761416361843585e-01,7.500000000000000000e-01,2.860896100438892198e-02
1.530000000000000027e+00,1.545417213190141414e-01,2.735527368147736005e-03,1.608728623632525445e-01,3.601334797256073861e-01,1.495954685587441713e-01,2.064883810751003690e-01,3.127103948768339414e-01,3.031191297172190491e-01,4.248801863304854098e-01,1.058338532287233930e-01,2.641558306938716072e-01,6.148951363108831059e-01,-1.111284889425771805e-01,1.586935089133832966e-01,7.669181973785261786e-01,-1.325078364643062778e-01,1.498054514213306987e-01,7.500000000000000000e-01,2.867576448807715103e-02
1.540000000000000036e+00,1.552214532158583959e-01,2.611655398339657319e-03,1.608574656998240648e-01,3.606677292597586515e-01,1.507728329562483816e-01,2.055822486473224964e-01,3.115076052186064315e-01,3.046342222287663493e-01,4.244047390119376484e-01,1.037363075921908240e-01,2.639551508529907053e-01,6.144689034304083863e-01,-1.133286379666266497e-01,1.569325572754330933e-01,7.669476713212723951e-01,-1.347399271189121950e-01,1.478010556118941610e-01,7.500000000000000000e-01,2.879324901791865954e-02
1.550000000000000044e+00,1.559016215962826246e-01,2.481475564859794702e-03,1.608363799663778404e-01,3.611924080365715994e-01,1.519421858494526822e-01,2.046557952523938573e-01,3.103082422650870753e-01,3.061300536659666283e-01,4.239097901962172177e-01,1.016733692319721633e-01,2.637329751675536738e-01,6.140419606376344985e-01,-1.154690744022647819e-01,1.551607268268386797e-01,7.670074998624528684e-01,-1.369417018583461709e-01,1.457634051884760251e-01,7.500000000000000000e-01,2.895925474548392831e-02
1.560000000000000053e+00,1.565823523016080243e-01,2.344657684878764803e-03,1.608092895130138755e-01,3.617075460340089532e-01,1.531030465756864634e-01,2.037080951753791058e-01,3.091119962490930240e-01,3.076062495655459972e-01,4.233945036547502871e-01,9.964380476119458208e-02,2.634879642354996387e-01,6.136125190395435025e-01,-1.175517191401624362e-01,1.533749990478047998e-01,7.670937757535711832e-01,-1.391126652925804286e-01,1.436929586138252501e-01,7.500000000000000000e-01,2.916870712709189115e-02
1.570000000000000062e+00,1.572637699848462023e-01,2.200870606853685962e-03,1.607758591470317411e-01,3.622130376487641690e-01,1.542550256251717933e-01,2.027382436999032311e-01,3.079178349778404766e-01,3.090623672950416623e-01,4.228579823592526488e-01,9.764515356779304711e-02,2.632180157025656442e-01,6.131779293538835995e-01,-1.195800580032345128e-01,1.515707096630773409e-01,7.672005485782273926e-01,-1.412523289640010560e-01,1.415901817296864318e-01,7.500000000000000000e-01,2.941355364144294243e-02
1.580000000000000071e+00,1.579459977874143883e-01,2.049781627895125302e-03,1.607357337169640077e-01,3.627086356386309274e-01,1.553978267883595610e-01,2.017453555393605991e-01,3.067239923576493554e-01,3.104978823334863525e-01,4.222992576338723270e-01,9.567373551425505107e-02,2.629202277480770511e-01,6.127346511179352362e-01,-1.215591202927016334e-01,1.497414869127576820e-01,7.673197795277194588e-01,-1.433602114573085673e-01,1.394555476519875603e-01,7.500000000000000000e-01,2.968270347075152929e-02
1.590000000000000080e+00,1.586291570014482510e-01,1.891055876327027430e-03,1.606885376960415224e-01,3.631939449485320215e-01,1.565312492491870433e-01,2.007285633231054023e-01,3.055279569497543202e-01,3.119121745010999813e-01,4.217172787947678358e-01,9.372465829710710516e-02,2.625908631893020817e-01,6.122782227789576037e-01,-1.234954585739094224e-01,1.478791907491492919e-01,7.674412974119505515e-01,-1.454358385078345639e-01,1.372895366643906434e-01,7.500000000000000000e-01,2.996197424556571939e-02
1.600000000000000089e+00,1.593133667165922973e-01,1.724355656706283435e-03,1.606338747649512788e-01,3.636684164076564030e-01,1.576551896284775767e-01,1.996870161388136777e-01,3.043264605186987160e-01,3.133045141503773001e-01,4.211109031456155005e-01,9.179182481686176676e-02,2.622253143263165720e-01,6.118032321212800717e-01,-1.253971284672522335e-01,1.459738533816771766e-01,7.675527548200732353e-01,-1.474787431082491551e-01,1.350926361102301188e-01,7.500000000000000000e-01,3.023405027837870740e-02
1.610000000000000098e+00,1.599987434500581562e-01,1.549339754354187026e-03,1.605713273937020569e-01,3.641313402789825293e-01,1.587696439839094142e-01,1.986198781284427006e-01,3.031154665299645723e-01,3.146740483317680970e-01,4.204788861430645008e-01,8.986794103099346454e-02,2.618180687065707613e-01,6.113032863234639791e-01,-1.272736668558686335e-01,1.440136217684225284e-01,7.676395830387990893e-01,-1.494884656136355738e-01,1.328653402828626762e-01,7.500000000000000000e-01,3.047845720688710860e-02
1.620000000000000107e+00,1.606854007586573652e-01,1.365662696239236529e-03,1.605004564223865560e-01,3.645818396358175839e-01,1.598747097752379609e-01,1.975263271314831592e-01,3.018901585482708372e-01,3.160197869490143363e-01,4.198198714903071949e-01,8.794452488521974087e-02,2.613626760568469876e-01,6.107709807747999653e-01,-1.291360665673840502e-01,1.419847028546616929e-01,7.676849440214910114e-01,-1.514645538449087558e-01,1.306081503144529699e-01,7.500000000000000000e-01,3.067155908730403654e-02
1.630000000000000115e+00,1.613734488314322313e-01,1.172973964823659232e-03,1.604208006406104281e-01,3.650188635329578157e-01,1.609705878057338668e-01,1.964055533653773500e-01,3.006449284822744761e-01,3.173405889224497622e-01,4.191323808597714473e-01,8.601191704089283796e-02,2.608517167107478052e-01,6.101978656136372026e-01,-1.309967452340301264e-01,1.398713125878920382e-01,7.676696773787500261e-01,-1.534065631905531246e-01,1.283215740632215052e-01,7.500000000000000000e-01,3.078658635675396785e-02
1.640000000000000124e+00,1.620629615675047430e-01,9.709677105003700071e-04,1.603319558472893758e-01,3.654411365042351534e-01,1.620576516747282148e-01,1.952570385190699198e-01,2.993733424808532328e-01,3.186351679245597035e-01,4.184151401532546499e-01,8.405938270009563618e-02,2.602769528517414610e-01,6.095749213507873909e-01,-1.328693106622811648e-01,1.376560929536124189e-01,7.675731173506623595e-01,-1.553140567066586264e-01,1.260061259991784588e-01,7.500000000000000000e-01,3.079452562479492728e-02
1.650000000000000133e+00,1.627526659690377020e-01,7.614972410780324052e-04,1.602367804584110544e-01,3.658460097907583197e-01,1.631388690061353064e-01,1.940913733228843419e-01,2.980705792967083267e-01,3.199036950058474771e-01,4.176803733643752459e-01,8.208403716859731525e-02,2.596410677709893866e-01,6.089164418445466298e-01,-1.347541922451099550e-01,1.353477420246688712e-01,7.674167886159769525e-01,-1.571866052152314508e-01,1.236623270883698694e-01,7.500000000000000000e-01,3.071004069663827926e-02
1.660000000000000142e+00,1.634419530167028900e-01,5.455758900470980555e-04,1.601364906470514604e-01,3.662333159264186122e-01,1.642150005062979479e-01,1.929120542825262519e-01,2.967411003441522976e-01,3.211481112684732575e-01,4.169325309753784126e-01,8.009533503754928674e-02,2.589548454495335661e-01,6.082346987039437547e-01,-1.366387049133258313e-01,1.329692546278207765e-01,7.672262354195252820e-01,-1.590237874007568719e-01,1.212907046756629414e-01,7.500000000000000000e-01,3.056507211970953264e-02
1.669999999999999929e+00,1.641309305595712864e-01,3.230950198096632642e-04,1.600305468736061831e-01,3.666040514489872781e-01,1.652851293540985311e-01,1.917162613165601659e-01,2.953909115675232844e-01,3.223701241595905431e-01,4.161686516065249419e-01,7.810233467033797505e-02,2.582264037773468468e-01,6.075319079019401158e-01,-1.385126519919106236e-01,1.305361231202644690e-01,7.670105586151190202e-01,-1.608251899049936151e-01,1.188917923660954001e-01,7.500000000000000000e-01,3.037760509378007942e-02
1.679999999999999938e+00,1.648196846425354356e-01,9.393599974309718714e-05,1.599184651242074873e-01,3.669590926939653719e-01,1.663483483611227498e-01,1.905014911090829322e-01,2.940254144274102033e-01,3.235712389255036570e-01,4.153861994109603328e-01,7.611307958089784387e-02,2.574630893110195773e-01,6.068103125141308674e-01,-1.403670632201659829e-01,1.280624035278180584e-01,7.667782788715414855e-01,-1.625904074199779892e-01,1.164661299048163762e-01,7.500000000000000000e-01,3.016390610073665587e-02
1.689999999999999947e+00,1.655082802107599171e-01,-1.420276969804484812e-04,1.597998185566287255e-01,3.672991958317387562e-01,1.674037697787167100e-01,1.892655613318846575e-01,2.926494027085521088e-01,3.247527570477808379e-01,4.145830579971955254e-01,7.413461277281976902e-02,2.566714608875441117e-01,6.060721590080280219e-01,-1.421941619440114102e-01,1.255606834932242732e-01,7.665373036400936479e-01,-1.643190427792160235e-01,1.140142630556466030e-01,7.500000000000000000e-01,2.993848006459196021e-02
1.699999999999999956e+00,1.661967618341486375e-01,-3.849283443901618806e-04,1.596742391376196057e-01,3.676249967333589663e-01,1.684505353741505007e-01,1.880066146126192772e-01,2.912670593934111318e-01,3.259157749282497463e-01,4.137575230049883590e-01,7.217299263902168804e-02,2.558572746986342294e-01,6.053196706884665934e-01,-1.439873287506212296e-01,1.230420533873865518e-01,7.662948897009851379e-01,-1.660107070470444313e-01,1.115367434782834066e-01,7.500000000000000000e-01,2.971405017931993617e-02
1.709999999999999964e+00,1.668851544571137435e-01,-6.349017507800147619e-04,1.595414192749334548e-01,3.679370107343409857e-01,1.694878267905596536e-01,1.867231222973348426e-01,2.898819536588086443e-01,3.270611828591081238e-01,4.129082937662964525e-01,7.023331002023339154e-02,2.550254706744025657e-01,6.045550192810743573e-01,-1.457410626414875343e-01,1.205160800559532397e-01,7.660576028276687710e-01,-1.676650196061397202e-01,1.090341286041796587e-01,7.500000000000000000e-01,2.950155430989971628e-02
1.719999999999999973e+00,1.675734641782128387e-01,-8.920849715046419437e-04,1.594011134465593837e-01,3.682356323564864309e-01,1.705148762013296571e-01,1.854138880493385322e-01,2.884970380365230458e-01,3.281896643035134287e-01,4.120344644331611628e-01,6.831970604577311534e-02,2.541801600196998967e-01,6.037802955106568170e-01,-1.474509407386085935e-01,1.179907826928584258e-01,7.658312759091029376e-01,-1.692816082431551350e-01,1.065069815111242407e-01,7.500000000000000000e-01,2.931015233986010785e-02
1.729999999999999982e+00,1.682616790634650639e-01,-1.156613938682299336e-03,1.592531398289467326e-01,3.685211350380770967e-01,1.715309772657386822e-01,1.840780513200771240e-01,2.871146457638344973e-01,3.293016955022636250e-01,4.111355149027549061e-01,6.643539041012430646e-02,2.533246137455477109e-01,6.029974794043903019e-01,-1.491135774104395129e-01,1.154726103602403825e-01,7.656209666686132342e-01,-1.708601092324671944e-01,1.039558707965518441e-01,7.500000000000000000e-01,2.914723891085083812e-02
1.739999999999999991e+00,1.689497699963770638e-01,-1.428621000562332877e-03,1.590973819253023724e-01,3.687936709128489254e-01,1.725354963890698701e-01,1.827150907210541853e-01,2.857364883358723961e-01,3.303975454134742140e-01,4.102113018163573432e-01,6.458265977272706349e-02,2.524612520421170014e-01,6.022084109219723036e-01,-1.507265835899667672e-01,1.129664207114592228e-01,7.654309159167836940e-01,-1.724001674180127008e-01,1.013813704496106943e-01,7.500000000000000000e-01,2.901845605044725898e-02
1.750000000000000000e+00,1.696376915668892926e-01,-1.708232365002657072e-03,1.589337901943685405e-01,3.690532706679884312e-01,1.735278842870060789e-01,1.813248273190314619e-01,2.843636532592889732e-01,3.314772759849474726e-01,4.092620498536402307e-01,6.276291600734670850e-02,2.515916343494064566e-01,6.014147613859940344e-01,-1.522885269358851545e-01,1.104754595217795621e-01,7.652645070741550537e-01,-1.739014362931968760e-01,9.878405972201784180e-02,7.500000000000000000e-01,2.892770050284278541e-02
1.760000000000000009e+00,1.703253830006069558e-01,-1.995565443276600681e-03,1.587623836794277987e-01,3.692998435009248182e-01,1.745076878509543850e-01,1.799074278698813978e-01,2.829966019956547396e-01,3.325407427531359983e-01,4.082883434864739147e-01,6.097668407055364947e-02,2.507164499974504634e-01,6.006180060563419687e-01,-1.537988933602788266e-01,1.080013406903973933e-01,7.651242274984685343e-01,-1.753635780788563026e-01,9.616452299772965118e-02,7.500000000000000000e-01,2.887712135110653139e-02
1.770000000000000018e+00,1.710127691287962881e-01,-2.290726092269365632e-03,1.585832516366799672e-01,3.695331771839331925e-01,1.754745623080827543e-01,1.784634079993102085e-01,2.816351680727826046e-01,3.335875957582773998e-01,4.072911192975120498e-01,5.922362930551303140e-02,2.498355093092884949e-01,5.998193980622517074e-01,-1.552580503136923584e-01,1.055440264472949502e-01,7.650116319503607043e-01,-1.767862637992575203e-01,9.352334966145801898e-02,7.500000000000000000e-01,2.886710480950105406e-02
1.780000000000000027e+00,1.716997613987211735e-01,-2.593805755103664734e-03,1.583965551615401091e-01,3.697529382345561277e-01,1.764282836670948151e-01,1.769936353314856825e-01,2.802785553334109503e-01,3.346172807623816192e-01,4.062716589080882512e-01,5.750257404789779758e-02,2.489477350874814698e-01,5.990199437747141253e-01,-1.566672120805505664e-01,1.031018075796364952e-01,7.649273083303513854e-01,-1.781691733561152902e-01,9.086113396606129711e-02,7.500000000000000000e-01,2.889624479407902277e-02
1.790000000000000036e+00,1.723862589229467612e-01,-2.904878502265173523e-03,1.582025288108596939e-01,3.699586721784177690e-01,1.773687614383094302e-01,1.754993325591439890e-01,2.789253362823579940e-01,3.356290407552446897e-01,4.052315824973198310e-01,5.581151345371426764e-02,2.480511544380467615e-01,5.982203795696592330e-01,-1.580284071968721671e-01,1.006712835838401293e-01,7.648708456175546955e-01,-1.795119956006135942e-01,8.817847489883967604e-02,7.500000000000000000e-01,2.896129984863492907e-02
1.800000000000000044e+00,1.730721495652711994e-01,-3.223997977442202845e-03,1.580014822185739076e-01,3.701498038793082923e-01,1.782960516142931828e-01,1.739820804413353961e-01,2.775734504855714158e-01,3.366219177333957258e-01,4.041728428302496789e-01,5.414763052395576981e-02,2.471428909243659766e-01,5.974211497992538700e-01,-1.593444479587070861e-01,9.824734275109518744e-02,7.648408037368472634e-01,-1.808144284034122473e-01,8.547597604676596128e-02,7.500000000000000000e-01,2.905713893947734980e-02
1.810000000000000053e+00,1.737573110599424653e-01,-3.551194254541159556e-03,1.577938017018078176e-01,3.703256378992846320e-01,1.792103698951103830e-01,1.724438207074136808e-01,2.762202029673964665e-01,3.375947547378720381e-01,4.030977196467169232e-01,5.250731035816147418e-02,2.462191570876984814e-01,5.966223856533056091e-01,-1.606189018438494431e-01,9.582314230552277379e-02,7.648346848738279968e-01,-1.820761787226252704e-01,8.275424546068087250e-02,7.500000000000000000e-01,2.917668026180064711e-02
1.820000000000000062e+00,1.744416121597889280e-01,-3.886470614664669365e-03,1.575799518540601796e-01,3.704853588390245589e-01,1.801121051402749529e-01,1.708868588381423359e-01,2.748622625449603785e-01,3.385461981387649644e-01,4.020088141950419747e-01,5.088615372644211821e-02,2.452752474198708621e-01,5.958238844560380665e-01,-1.618560645238147910e-01,9.339008883421687224e-02,7.648489055467063702e-01,-1.832969626697538712e-01,8.001389551848391013e-02,7.500000000000000000e-01,2.931082832093627813e-02
1.830000000000000071e+00,1.751249138078391776e-01,-4.229800254273344273e-03,1.573604771217163301e-01,3.706280315957349858e-01,1.810018330276100540e-01,1.693138666871382980e-01,2.734956600317236530e-01,3.394747001577739787e-01,4.009090436250741796e-01,4.927899010858002860e-02,2.443055319281646764e-01,5.950250888044149589e-01,-1.630609339960273352e-01,9.093781937826463102e-02,7.648787685292867122e-01,-1.844765055735600179e-01,7.725554278735137503e-02,7.500000000000000000e-01,2.944841509573598720e-02
1.840000000000000080e+00,1.758070703259173861e-01,-4.581122938293671898e-03,1.571360033598107608e-01,3.707526014625852073e-01,1.818803298974742411e-01,1.677278848981128556e-01,2.721157862347780565e-01,3.403785216242719014e-01,3.998016348840430778e-01,4.767989040752360075e-02,2.433034504915339014e-01,5.942250648127705981e-01,-1.642391852204739822e-01,8.845418369183606633e-02,7.649184334994816314e-01,-1.856145420418665593e-01,7.447980788501105953e-02,7.500000000000000000e-01,2.957615114430351203e-02
1.850000000000000089e+00,1.764877431355975912e-01,-4.939863303504182790e-03,1.569077446494091255e-01,3.708572111201520194e-01,1.827497111465544721e-01,1.661342487453681405e-01,2.707152288416185826e-01,3.412563085819903530e-01,3.986919850135574039e-01,4.607921990273711188e-02,2.422625450973928674e-01,5.934237712930215958e-01,-1.654010391876239161e-01,8.592779336675454571e-02,7.649624127170068233e-01,-1.867108160212691548e-01,7.168731534010595874e-02,7.500000000000000000e-01,2.967779637104601617e-02
1.860000000000000098e+00,1.771661439381893299e-01,-5.304054795346027640e-03,1.566778670990056077e-01,3.709382966234296419e-01,1.836151666399704618e-01,1.645416143418732546e-01,2.692821998616878321e-01,3.421100481688617578e-01,3.975882168011038997e-01,4.446053557881224361e-02,2.411849231399901816e-01,5.926242427048769024e-01,-1.665678759423480648e-01,8.336521063279835053e-02,7.650114643888920041e-01,-1.877650808547472461e-01,6.887869345167800528e-02,7.500000000000000000e-01,2.974096063068756846e-02
1.870000000000000107e+00,1.778432366946367804e-01,-5.675992432511406394e-03,1.564432603575916236e-01,3.709987491529890269e-01,1.844713753582687410e-01,1.629380854083176677e-01,2.678273388250481668e-01,3.429393453634775324e-01,3.964779300174708365e-01,4.283675479869369918e-02,2.400730362848809696e-01,5.918179646256217508e-01,-1.677260701408547772e-01,8.076852996745183255e-02,7.650574936737544185e-01,-1.887770993371610806e-01,6.605457414780314951e-02,7.500000000000000000e-01,2.977204127737075740e-02
1.880000000000000115e+00,1.785200709591213131e-01,-6.058423437980395287e-03,1.562004473420493533e-01,3.710418999447973043e-01,1.853118561189227298e-01,1.613104644789064013e-01,2.663629395615793594e-01,3.437431214236780219e-01,3.953476771647374544e-01,4.122313779225006414e-02,2.389283583756850182e-01,5.909960255452775257e-01,-1.688587456087524141e-01,7.813772860631872097e-02,7.650920352708325822e-01,-1.897466437686214646e-01,6.321559284341068952e-02,7.500000000000000000e-01,2.977824631975117473e-02
1.890000000000000124e+00,1.791975097668428440e-01,-6.453851319575251710e-03,1.559463763178993989e-01,3.710705269722359145e-01,1.861306431275623341e-01,1.596472940881624725e-01,2.648996227087165312e-01,3.445202321002825974e-01,3.941859487429389963e-01,3.963283880293128059e-02,2.377521116711597826e-01,5.901509662281823054e-01,-1.699513436836113667e-01,7.547286680461610942e-02,7.651080609115664677e-01,-1.906734960057215045e-01,6.036238829731731953e-02,7.500000000000000000e-01,2.976554488142079541e-02
1.900000000000000133e+00,1.798762345073513791e-01,-6.864514839269850177e-03,1.556784304900734328e-01,3.710868679152498073e-01,1.869223404543374767e-01,1.579388730235325444e-01,2.634463413615383831e-01,3.452695061619852068e-01,3.929831585539512728e-01,3.807690883471659404e-02,2.365453064166495589e-01,5.892767489305953399e-01,-1.709916381984730727e-01,7.277413815932133601e-02,7.650999517851995169e-01,-1.915574475106180952e-01,5.749560246850887735e-02,7.500000000000000000e-01,2.973877451130579191e-02
1.910000000000000142e+00,1.805567497762965434e-01,-7.292366960933646669e-03,1.553944374809413109e-01,3.710926320175719217e-01,1.876821765999530101e-01,1.561772711477023567e-01,2.620103855132230875e-01,3.459897841409609320e-01,3.917316252938169985e-01,3.656429770049215988e-02,2.353087807662853637e-01,5.883687231807319673e-01,-1.719697512624060454e-01,7.004192014384108544e-02,7.650634681196503140e-01,-1.923982993979516942e-01,5.461588037170278520e-02,7.500000000000000000e-01,2.970179041353600974e-02
1.919999999999999929e+00,1.812393884253070409e-01,-7.739053267796905389e-03,1.550926787566962173e-01,3.710890121547445464e-01,1.884060602774849380e-01,1.543563432607811259e-01,2.605973868478126954e-01,3.466799582264845636e-01,3.904255525829713469e-01,3.510185688781611302e-02,2.340432415925173815e-01,5.874235905874894970e-01,-1.728781681392665970e-01,6.727682516457059170e-02,7.649957184891004180e-01,-1.931958624795949708e-01,5.172386993222216622e-02,7.500000000000000000e-01,2.965762453014054306e-02
1.929999999999999938e+00,1.819243169929070092e-01,-8.205889419141035312e-03,1.547718990447591869e-01,3.710766981909238704e-01,1.890906383467007290e-01,1.524717423670935712e-01,2.592113251260801388e-01,3.473390140661758441e-01,3.890610092029301859e-01,3.369434445072108653e-02,2.327493066180174597e-01,5.864393706985151500e-01,-1.737117498207003674e-01,6.447975237566208606e-02,7.648951309595778403e-01,-1.939499573072192840e-01,4.882022184021514444e-02,7.500000000000000000e-01,2.960862822153298782e-02
1.939999999999999947e+00,1.826115416612041353e-01,-8.693837298071480091e-03,1.544313157675635817e-01,3.710558924553397087e-01,1.897333566424014573e-01,1.505209326084077093e-01,2.578545370903806977e-01,3.479660750661963675e-01,3.876359109232987432e-01,3.234443283402893554e-02,2.314275482054145849e-01,5.854153694789921980e-01,-1.744677421877059431e-01,6.165194042490566850e-02,7.647614277133244487e-01,-1.946604142126697468e-01,4.590558940425284312e-02,7.500000000000000000e-01,2.955657832207701785e-02
1.949999999999999956e+00,1.833009148435882085e-01,-9.203479588792876087e-03,1.540706285020170818e-01,3.710263279200659015e-01,1.903325242373824222e-01,1.485032020242769979e-01,2.565277285053213507e-01,3.485604496127282514e-01,3.861500049147872371e-01,3.105272023874078302e-02,2.300785390424250620e-01,5.843521515309461067e-01,-1.751457809586461356e-01,5.879502124964894327e-02,7.645956043140159641e-01,-1.953270733461397735e-01,4.298062840433742454e-02,7.500000000000000000e-01,2.950273290369334958e-02
1.959999999999999964e+00,1.839921424678563899e-01,-9.734992612693546543e-03,1.536900284592446486e-01,3.709872894096474805e-01,1.908873814738057950e-01,1.464196752026100667e-01,2.552299896487819075e-01,3.491216814674762414e-01,3.846048573536098858e-01,2.981774584353749646e-02,2.287028998638329091e-01,5.832515167196780093e-01,-1.757478919318251620e-01,5.591107499701931938e-02,7.643999142874364772e-01,-1.959497847121368652e-01,4.004599694435410917e-02,7.500000000000000000e-01,2.944783022583984111e-02
1.969999999999999973e+00,1.846847919770626123e-01,-1.028811734794898847e-02,1.532902079661675188e-01,3.709376379200638452e-01,1.913981718835425783e-01,1.442733257900983002e-01,2.539588142697511985e-01,3.496496034179388257e-01,3.830038444321827162e-01,2.863600890488751660e-02,2.273013492549157966e-01,5.821164814219003114e-01,-1.762784863524338164e-01,5.300268610412152415e-02,7.641778591997235859e-01,-1.965284082032306978e-01,3.710235530400109172e-02,7.500000000000000000e-01,2.939203201556207790e-02
1.979999999999999982e+00,1.853783010269539344e-01,-1.086212865764242530e-02,1.528723699191718577e-01,3.708758378692580404e-01,1.918662178973508381e-01,1.420689887451312972e-01,2.527101217347376694e-01,3.501443940872798755e-01,3.813521466027537388e-01,2.750199146505769021e-02,2.258747554824188097e-01,5.809512641618156392e-01,-1.767443515697851297e-01,5.007300054083321794e-02,7.639341839200959328e-01,-1.970628136315767387e-01,3.415036579022915492e-02,7.500000000000000000e-01,2.933482025642340785e-02
1.989999999999999991e+00,1.860719868141925137e-01,-1.145580285663805320e-02,1.524382371710356898e-01,3.707999868440328139e-01,1.922940000142416839e-01,1.398133721367595672e-01,2.514782817908255974e-01,3.506066376270300378e-01,3.796567454970018463e-01,2.640818409994963312e-02,2.244241901959246888e-01,5.797612749592292447e-01,-1.771546375068669688e-01,4.712578418542928693e-02,7.636748762600680251e-01,-1.975528807582082325e-01,3.119069258822509960e-02,7.500000000000000000e-01,2.927486486186313755e-02
2.000000000000000000e+00,1.867650559236556096e-01,-1.206738385801060798e-02,1.519900618055023966e-01,3.707078471483027382e-01,1.926852388649198666e-01,1.375150682242718136e-01,2.502561410790102303e-01,3.510373858263945990e-01,3.779264225882674744e-01,2.534511383487578207e-02,2.229509837331482003e-01,5.785531072809171338e-01,-1.775208398431411816e-01,4.416548227090298651e-02,7.634071696897855031e-01,-1.979984993200890886e-01,2.822400161197344270e-02,7.500000000000000000e-01,2.920988774958853396e-02
2.010000000000000231e+00,1.874566145360366809e-01,-1.269454825587351676e-02,1.515306342496888781e-01,3.705968781957523772e-01,1.930449793562773186e-01,1.351845634941351293e-01,2.490350502353735063e-01,3.514382219733067081e-01,3.761717582954802186e-01,2.430137304419482946e-02,2.214567816449697912e-01,5.773345310643994699e-01,-1.778567812173604823e-01,4.119727980347931418e-02,7.631395473466521251e-01,-1.983995690549228419e-01,2.525096035442812165e-02,7.500000000000000000e-01,2.913655677298196411e-02
2.020000000000000018e+00,1.881456787888102777e-01,-1.333436982299854301e-02,1.510632921730789002e-01,3.704642685262445889e-01,1.933796758274083649e-01,1.328342472853114020e-01,2.478048901197814069e-01,3.518113255937524442e-01,3.744051298703845454e-01,2.326364782959824962e-02,2.199436019293393163e-01,5.761144848742076885e-01,-1.781785921907526882e-01,3.822716281374023695e-02,7.628817450745422057e-01,-1.987559997237111353e-01,2.227223773732991963e-02,7.500000000000000000e-01,2.905045079059556321e-02
2.030000000000000249e+00,1.888311850344282505e-01,-1.398328402877123400e-02,1.505919291231632429e-01,3.703069659606056385e-01,1.936972768813780832e-01,1.304784186007122981e-01,2.465540954124531559e-01,3.521595369768253381e-01,3.726407060625409606e-01,2.221674404170975725e-02,2.184138923268224564e-01,5.749030648538314692e-01,-1.785046941729117875e-01,3.526198025367117961e-02,7.626447507621895161e-01,-1.990677111310571734e-01,1.928850396070102419e-02,7.500000000000000000e-01,2.894614539348800211e-02
2.040000000000000036e+00,1.895120058926379192e-01,-1.463707698882246722e-02,1.501209861284335534e-01,3.701216955786492124e-01,1.940072832624979426e-01,1.281332426292358107e-01,2.452696434577850693e-01,3.524863735200804427e-01,3.708943868560590218e-01,2.114359262052611932e-02,2.168704448817282415e-01,5.737114075975042748e-01,-1.788557641916896923e-01,3.230923247396805253e-02,7.624406106334025157e-01,-1.993346331432093166e-01,1.630043035205382476e-02,7.500000000000000000e-01,2.881726239329557987e-02
2.049999999999999822e+00,1.901886073346457651e-01,-1.529727032614859594e-02,1.496502521087525461e-01,3.699049977606602146e-01,1.943114373884398116e-01,1.258001916939172626e-01,2.439381729953856714e-01,3.527858294153353724e-01,3.691671828736171612e-01,2.003087011626036862e-02,2.152894944060632920e-01,5.725283089363203404e-01,-1.792403205441903680e-01,2.932415647599832809e-02,7.622431612342701612e-01,-1.995567057038409309e-01,1.330868921534434160e-02,7.500000000000000000e-01,2.862072141894199395e-02
2.060000000000000053e+00,1.908622949920351641e-01,-1.596882894068710201e-02,1.491748831444804912e-01,3.696597388754278568e-01,1.945995599285135769e-01,1.234622493960137735e-01,2.425716197959585929e-01,3.530527696249972092e-01,3.674423824299306585e-01,1.889489830901724954e-02,2.136632897049327018e-01,5.713398034202299414e-01,-1.796371458085812556e-01,2.628952645734229654e-02,7.620345010014463183e-01,-1.997338788475627180e-01,1.031395367970692860e-02,7.500000000000000000e-01,2.835360327661064217e-02
