t,p_0_x,p_0_y,p_0_z,p_1_x,p_1_y,p_1_z,p_2_x,p_2_y,p_2_z,p_3_x,p_3_y,p_3_z,p_4_x,p_4_y,p_4_z,pd_4_x,pd_4_y,pd_4_z,error_of_sec_4
2.399999999999999911e-01,3.439214146778504788e-02,4.275667061211155424e-03,1.491028120620024044e-01,8.997851133749937280e-02,1.679273041275453765e-02,2.941611223476320314e-01,1.236871373819923847e-01,3.223083037331707368e-02,4.457093021696570956e-01,1.499808922689991331e-01,4.929633239325969390e-02,5.986169054852591431e-01,1.782801413559291781e-01,6.729798047290684593e-02,7.510566996632852543e-01,1.871793647355869672e-01,7.045484665501798582e-02,7.500000000000000000e-01,9.501504882448460684e-03
2.500000000000000000e-01,3.379646751589007042e-02,4.664159274450970817e-03,1.491023806670394580e-01,9.007273170219073921e-02,1.787292201221164778e-02,2.937176257300510018e-01,1.284763624404584581e-01,3.402253676135262583e-02,4.439295105743066294e-01,1.626100519061043914e-01,5.167059674987782569e-02,5.950388279683207493e-01,2.000938351282050831e-01,7.010695229771077286e-02,7.452575989227817610e-01,1.861015243824628573e-01,7.325450581720951981e-02,7.500000000000000000e-01,1.510570161034312936e-02
2.600000000000000089e-01,3.263404151100442879e-02,5.300014533156492506e-03,1.493005476751645411e-01,8.847822780218739247e-02,1.954698520048452764e-02,2.939081124477991303e-01,1.306781719191565383e-01,3.651901782322512779e-02,4.429048709891524327e-01,1.720897091822583269e-01,5.456984283747330633e-02,5.920021852725365630e-01,2.182537831061883149e-01,7.307618170702628868e-02,7.396458548321271920e-01,1.849818119714626286e-01,7.603768302463229101e-02,7.500000000000000000e-01,3.497145801080625560e-02
2.700000000000000178e-01,3.114397301162262488e-02,6.124299850913513844e-03,1.496109444285232681e-01,8.576669592605717929e-02,2.169206987771295919e-02,2.945082944429147087e-01,1.307106242913707028e-01,3.955958277344072405e-02,4.425275886465539488e-01,1.780098579273882708e-01,5.785565054391623302e-02,5.897439854379568080e-01,2.311064295558147019e-01,7.614515428875773262e-02,7.349830206632521623e-01,1.838204794331549374e-01,7.880375207415608874e-02,7.500000000000000000e-01,4.968439281693501353e-02
2.800000000000000266e-01,2.958644738803749633e-02,7.013284469356685299e-03,1.499386417922214110e-01,8.257678204707784297e-02,2.400938454656521490e-02,2.952600752439090703e-01,1.291343234455300248e-01,4.278262660210992857e-02,4.426197936786736564e-01,1.803081441812217633e-01,6.127528671535057564e-02,5.884546689949056164e-01,2.377070093717745247e-01,7.929440192037551238e-02,7.320313338824746552e-01,1.826177880624616501e-01,8.155209061191404096e-02,7.500000000000000000e-01,5.798958893402724607e-02
2.899999999999999800e-01,2.807744127348472257e-02,7.871335396872181089e-03,1.502412425489063341e-01,7.918194070891249048e-02,2.625190077270395453e-02,2.960526951292939968e-01,1.261789900461452452e-01,4.589362419210293170e-02,4.431220816511427518e-01,1.790130560631550127e-01,6.463409645094309042e-02,5.882968038264455579e-01,2.378706088144139918e-01,8.252722949274157727e-02,7.312632495395136045e-01,1.813740084598673419e-01,8.428208027332960428e-02,7.500000000000000000e-01,5.954839351907008360e-02
2.999999999999999889e-01,2.665000330735212836e-02,8.655155388893092522e-03,1.505107401510958065e-01,7.567064429009355553e-02,2.829855568385385156e-02,2.968571754196873136e-01,1.219803905540201572e-01,4.874496662236563194e-02,4.440061738381995138e-01,1.743573871001802000e-01,6.782981613091083883e-02,5.892798249357696916e-01,2.319961687654242821e-01,8.583023318757390663e-02,7.327038092667101932e-01,1.800894204705353885e-01,8.699310682224603575e-02,7.500000000000000000e-01,5.472495781196644316e-02
3.099999999999999978e-01,2.535560427457519972e-02,9.353101879647836292e-03,1.507454247415263293e-01,7.222542213272313549e-02,3.010473848240790423e-02,2.976360629385746415e-01,1.169165255468563869e-01,5.126719709373254302e-02,4.451709615242717133e-01,1.669811816827665440e-01,7.079641870297288808e-02,5.911935582315196447e-01,2.210215965139258887e-01,8.915819831580686083e-02,7.359554004184060139e-01,1.787643131213441372e-01,8.968456028912688560e-02,7.500000000000000000e-01,4.453319923445016315e-02
3.200000000000000067e-01,2.424270051453833105e-02,9.965737310237143820e-03,1.509514070140092756e-01,6.904457859770884998e-02,3.165195790619223376e-02,2.983659900587148361e-01,1.114599832419895381e-01,5.341202565014364911e-02,4.464986045256079672e-01,1.577542840501861554e-01,7.346834339121234569e-02,5.937083378041788650e-01,2.062797429886118195e-01,9.243593107881807602e-02,7.403469275397505100e-01,1.773989845558568423e-01,9.235583510829659115e-02,7.500000000000000000e-01,3.045137814514260396e-02
3.300000000000000155e-01,2.329634234272921420e-02,1.050355972634605187e-02,1.511496632986341071e-01,6.615713309348773830e-02,3.294811786861948782e-02,2.990761180468603508e-01,1.059062642197219489e-01,5.516568597248611150e-02,4.479300286074399118e-01,1.475294673645090038e-01,7.580254321179846766e-02,5.965012787010574025e-01,1.893809839922583060e-01,9.558088404033926455e-02,7.451251967948889776e-01,1.759937419672408521e-01,9.500633025419016886e-02,7.500000000000000000e-01,1.425875406121209464e-02
3.400000000000000244e-01,2.239955354654270606e-02,1.098355107851896675e-02,1.513726936657054101e-01,6.330572558388800064e-02,3.403150999599466320e-02,2.998482937376271140e-01,1.001980899288151816e-01,5.657239076992186255e-02,4.494790196343683153e-01,1.369607765867539018e-01,7.781007101429097961e-02,5.993325628285849360e-01,1.720730199940187222e-01,9.853156829639120318e-02,7.496526827225064027e-01,1.745489015291502577e-01,9.763544937658150125e-02,7.500000000000000000e-01,2.655870438423486163e-03
3.500000000000000333e-01,2.141753986212886762e-02,1.142288827262487316e-02,1.516392561610239442e-01,6.018571604742904008e-02,3.496481911215527233e-02,3.007323389020049587e-01,9.421383557880314008e-02,5.773568715352843383e-02,4.511289862008799334e-01,1.266324961905297142e-01,7.956615303144558282e-02,6.020172235729357446e-01,1.560387507334675683e-01,1.012707431444673095e-01,7.535399914380807029e-01,1.730647883245882701e-01,1.002426009347595903e-01,7.500000000000000000e-01,1.742052157196570875e-02
3.599999999999999867e-01,2.031230729361910292e-02,1.182956543483960031e-02,1.519360994768866324e-01,5.677184245299626147e-02,3.580306866844763097e-02,3.016796150835250323e-01,8.817485973991834314e-02,5.876553525412221007e-02,4.527548701390247121e-01,1.172875903327638136e-01,8.116544165506282826e-02,6.043676376379177873e-01,1.427298832978672882e-01,1.038154949146664480e-01,7.566041655748310113e-01,1.715417362727648387e-01,1.028271983306226489e-01,7.500000000000000000e-01,2.957557446483378982e-02
3.699999999999999956e-01,1.915535505014690637e-02,1.220473988831960455e-02,1.522309141342141903e-01,5.333952754533576035e-02,3.658057363117276500e-02,3.025821770908013741e-01,8.263488544543126646e-02,5.974054380059155844e-02,4.541857083862808064e-01,1.097435217135938890e-01,8.268418905844855671e-02,6.062232348427454287e-01,1.331825135744059418e-01,1.061995345119954165e-01,7.587844992017318546e-01,1.699800880539663328e-01,1.053886600406602619e-01,7.500000000000000000e-01,3.784027525286100258e-02
3.800000000000000044e-01,1.806516157936190539e-02,1.254677344592794626e-02,1.524915372001722502e-01,5.027602742008873554e-02,3.731342457959874875e-02,3.033379999973204733e-01,7.821523436689611919e-02,6.070426584228794803e-02,4.552828786688883911e-01,1.046775425498563117e-01,8.417153828161938467e-02,6.074763541687367985e-01,1.279611132112819794e-01,1.084593974737769334e-01,7.600612124270873515e-01,1.683801950324537444e-01,1.079264097467938638e-01,7.500000000000000000e-01,4.165590290327013390e-02
3.900000000000000133e-01,1.714531991984017539e-02,1.285695550984614077e-02,1.526982605285888972e-01,4.789530054911342316e-02,3.801459479924502310e-02,3.038892374425241627e-01,7.534947284395504541e-02,6.168506043459222321e-02,4.559788883615621957e-01,1.024239521252971186e-01,8.566237757621837645e-02,6.080871447729784274e-01,1.271124811726816184e-01,1.106302013953788937e-01,7.604418313836766030e-01,1.667424171774075370e-01,1.104398764660455279e-01,7.500000000000000000e-01,4.098292197931390629e-02
4.000000000000000222e-01,1.646387971768353137e-02,1.314023622015117986e-02,1.528440077296144284e-01,4.637863638445891695e-02,3.869868740371343319e-02,3.042188506583038410e-01,7.421067104721354446e-02,6.270454989667224865e-02,4.562641279346852929e-01,1.029362598927509032e-01,8.718361048119566137e-02,6.080692695071274745e-01,1.302015108328262172e-01,1.127451257831914022e-01,7.599645376719719181e-01,1.650671229819356545e-01,1.129284946790071048e-01,7.500000000000000000e-01,3.626205379870572204e-02
4.100000000000000311e-01,1.605624073027673085e-02,1.340385436871544683e-02,1.529293369159249738e-01,4.579008125998182410e-02,3.938221880501740352e-02,3.043320906426290051e-01,7.475279025718847836e-02,6.378182927715193851e-02,4.561594468318976858e-01,1.058628450851144265e-01,8.875817050026409138e-02,6.074723298055514364e-01,1.364239852025996846e-01,1.148354643203745445e-01,7.587104080062299083e-01,1.633546893801645916e-01,1.153917044570793582e-01,7.500000000000000000e-01,2.830977637185054518e-02
4.199999999999999845e-01,1.593028163496717706e-02,1.365568167652566646e-02,1.529586038271520676e-01,4.609563381240372459e-02,4.008110537141314905e-02,3.042451922144217002e-01,7.675070745572018516e-02,6.493240393881352657e-02,4.557058996748079016e-01,1.106113974236677261e-01,9.040534218834475610e-02,6.063866246839398899e-01,1.446965323862843267e-01,1.169321129452319252e-01,7.568341266955435076e-01,1.616055016624303731e-01,1.178289515884539118e-01,7.500000000000000000e-01,1.825986991258064102e-02
4.299999999999999933e-01,1.606674524900048029e-02,1.389963233087216504e-02,1.529372186916443110e-01,4.717465221663984937e-02,4.079976092370559554e-02,3.039803953627584487e-01,7.984445222782632356e-02,6.615651531290700493e-02,4.549611072427508507e-01,1.164437175338011443e-01,9.213345635680492141e-02,6.049419774335884625e-01,1.538099538895648377e-01,1.190666142058809246e-01,7.545644647625433521e-01,1.598199533885902301e-01,1.202396877028082262e-01,7.500000000000000000e-01,7.637442895104267111e-03
4.400000000000000022e-01,1.641546403014278524e-02,1.413620829370760591e-02,1.528723278278396602e-01,4.881791170186838835e-02,4.153318807972065929e-02,3.035705534469492761e-01,8.356350394325154363e-02,6.744247442821348082e-02,4.540068367800064175e-01,1.225538602736002403e-01,9.394111716339272056e-02,6.033073560249941902e-01,1.625789237923607744e-01,1.212666821599334560e-01,7.521844523091842927e-01,1.579984462994730166e-01,1.226233703946867648e-01,7.500000000000000000e-01,5.252923844895332137e-03
4.500000000000000111e-01,1.689705771901327258e-02,1.436274520223336168e-02,1.527736931029457790e-01,5.074031361817274433e-02,4.226811015834825574e-02,3.030636071722911384e-01,8.736298545787068992e-02,6.876859918679376071e-02,4.529522995389015927e-01,1.281339943313883067e-01,9.581745602786798099e-02,6.016788664035724876e-01,1.699386006917734393e-01,1.235519772623087653e-01,7.499915113166728542e-01,1.561413902264893738e-01,1.249794633455399845e-01,7.500000000000000000e-01,1.387086173238373694e-02
4.600000000000000200e-01,1.742198630958422326e-02,1.457655699798179015e-02,1.526532899688258227e-01,5.264230644381645563e-02,4.299146546263506175e-02,3.025179451922505036e-01,9.072213942562820654e-02,7.011323743945385711e-02,4.519202020674758513e-01,1.324889830074257591e-01,9.774734526594325290e-02,6.002494140697747227e-01,1.750585171099163784e-01,1.259291638405057312e-01,7.482464563406783231e-01,1.542492029994213254e-01,1.273074364443936013e-01,7.500000000000000000e-01,2.092849981448798372e-02
4.700000000000000289e-01,1.790872082203908214e-02,1.477720952487950566e-02,1.525239864499414455e-01,5.426523046242710813e-02,4.369623823508447108e-02,3.019931699752395615e-01,9.322612556016519891e-02,7.146093877457400378e-02,4.510249215628401309e-01,1.351213513771378216e-01,9.971407976805099493e-02,5.991738908108615869e-01,1.774137033496739901e-01,1.283884546132639248e-01,7.471279826015365666e-01,1.523223103524123379e-01,1.296067659071214739e-01,7.500000000000000000e-01,2.528459548596434861e-02
4.799999999999999822e-01,1.829597762693840196e-02,1.496689901278010042e-02,1.523978126497342045e-01,5.542374781930767269e-02,4.438213553989202309e-02,3.015404658929918824e-01,9.460226701140564409e-02,7.280256486100800117e-02,4.503542172497282392e-01,1.357487949055282417e-01,1.016995866964196527e-01,5.985485684778030224e-01,1.767686169181365563e-01,1.309050297478480951e-01,7.467164224077720291e-01,1.503611458281790270e-01,1.318769343942946259e-01,7.500000000000000000e-01,2.662857506163085475e-02
4.899999999999999911e-01,1.855114016423679152e-02,1.515278169059487527e-02,1.522842122016153932e-01,5.603038519057476630e-02,4.506134502545362103e-02,3.011922782650350849e-01,9.475828084007126284e-02,7.414131929338162175e-02,4.499503053807344388e-01,1.343531519575446864e-01,1.036889718388209203e-01,5.983895474120500824e-01,1.732353098761928722e-01,1.334418045318813972e-01,7.469752197294170504e-01,1.483661506804656305e-01,1.341174311275807607e-01,7.500000000000000000e-01,2.506154117536567305e-02
5.000000000000000000e-01,1.865884143461555081e-02,1.534527615857868635e-02,1.521906802323082786e-01,5.605818862555377730e-02,4.575392799059513349e-02,3.009659087008120792e-01,9.372059204936128429e-02,7.548761686641733415e-02,4.498180884793336887e-01,1.311048948664619296e-01,1.056691855754124526e-01,5.986497794711593823e-01,1.671924025952197801e-01,1.359555428702701463e-01,7.477797540553275946e-01,1.463377737747641738e-01,1.363277520046668190e-01,7.500000000000000000e-01,2.097578544258927452e-02
5.100000000000000089e-01,1.860854810080158142e-02,1.555590214730614984e-02,1.521236166389750566e-01,5.550451632968264604e-02,4.648241718654065602e-02,3.008688118822178126e-01,9.158218550660095214e-02,7.685390361277188997e-02,4.499364045356000208e-01,1.263071627893690985e-01,1.076287181879743149e-01,5.992403309373528497e-01,1.592324064723701360e-01,1.384050053898845944e-01,7.489518840624866947e-01,1.442764714873212561e-01,1.385073997126802792e-01,7.500000000000000000e-01,1.499296578041913602e-02
5.200000000000000178e-01,1.839339090194940657e-02,1.579413729888994727e-02,1.520876440275742980e-01,5.438827726829457976e-02,4.726444476423626029e-02,3.008983367997075664e-01,8.849564089122749500e-02,7.824801799606347086e-02,4.502628073006024190e-01,1.203747742237232521e-01,1.095570210909428549e-01,6.000485235661912053e-01,1.501170904131048645e-01,1.407596318374710331e-01,7.502969138707604735e-01,1.421827076024554659e-01,1.406558838400820410e-01,7.500000000000000000e-01,7.940614087055285208e-03
5.300000000000000266e-01,1.800721678426066633e-02,1.606267136074679761e-02,1.520850816132507666e-01,5.273842748240512024e-02,4.810135627171222700e-02,3.010441590561670488e-01,8.464260172887158595e-02,7.966164377198275970e-02,4.507445847356910118e-01,1.137671212269739662e-01,1.114383882060013681e-01,6.009628819681297474e-01,1.406598828518816069e-01,1.430014215422261981e-01,7.516437077713141734e-01,1.400569532082079627e-01,1.427727209870073843e-01,7.500000000000000000e-01,1.765673621215548559e-03
5.400000000000000355e-01,1.746180200173344521e-02,1.635741948771942192e-02,1.521134512893828061e-01,5.063856154023581996e-02,4.897931434819999957e-02,3.012812024706453817e-01,8.027633921739793510e-02,8.107338407292412341e-02,4.513161314658720169e-01,1.069835819967074053e-01,1.132557244578055872e-01,6.018804628180823846e-01,1.316423688299667716e-01,1.451270516046734294e-01,7.528615996741782057e-01,1.378996865903494018e-01,1.448574348740285234e-01,7.500000000000000000e-01,6.885889298492996018e-03
5.500000000000000444e-01,1.679293851120602921e-02,1.666880155742335098e-02,1.521652795031943339e-01,4.823900299248452123e-02,4.987296084612746760e-02,3.015713181919381647e-01,7.572147719282712464e-02,8.245344498845559589e-02,4.519054946242050397e-01,1.005289407674707924e-01,1.149925413845551136e-01,6.027130895402310617e-01,1.237320896101601619e-01,1.471439511839084946e-01,7.538598050117025773e-01,1.357113931247679595e-01,1.469095564493157202e-01,7.500000000000000000e-01,1.258796045096519621e-02
5.600000000000000533e-01,1.605269649345593061e-02,1.698544423605722817e-02,1.522305438923903798e-01,4.572968534828838333e-02,5.075464292996766102e-02,3.018731309789807193e-01,7.132826773318967639e-02,8.377350188611772108e-02,4.524477855263551174e-01,9.486453524686018490e-02,1.166367024962754878e-01,6.033930963390393698e-01,1.174462518895174612e-01,1.490637900485212719e-01,7.545783137188251111e-01,1.334925651682616066e-01,1.489286239941718937e-01,7.500000000000000000e-01,1.668722254330633897e-02
