t,l_0_0,l_0_1,l_0_2,l_1_0,l_1_1,l_1_2,l_2_0,l_2_1,l_2_2,l_3_0,l_3_1,l_3_2,l_4_0,l_4_1,l_4_2,l_dot_0_0,l_dot_0_1,l_dot_0_2,l_dot_1_0,l_dot_1_1,l_dot_1_2,l_dot_2_0,l_dot_2_1,l_dot_2_2,l_dot_3_0,l_dot_3_1,l_dot_3_2,l_dot_4_0,l_dot_4_1,l_dot_4_2
1.000000000000000056e-01,-1.224999655787260703e-03,9.346586755543008843e-03,1.025885435881400409e-02,7.274558839443175974e-03,5.597388762485553879e-03,5.700363403845095343e-03,7.162848778437144043e-03,5.720414024600376478e-03,5.696772500243690342e-03,6.244671549876283645e-03,6.173372865196770018e-03,6.165168807306126847e-03,6.083354096247734627e-03,6.248743564072470336e-03,6.250291422478094876e-03,2.958385396389567878e-02,6.258855804982037252e-02,7.494003639686960816e-02,9.979124437719009977e-02,3.380564114763658090e-02,3.606471385813606739e-02,7.105881116844819934e-02,4.870151130686849877e-02,4.998495823301759428e-02,5.120397842993575088e-02,5.865434579001210791e-02,5.996041551464423303e-02,5.210004607492730450e-02,5.856728862425780030e-02,5.913638436531798437e-02
1.100000000000000006e-01,-9.382838543593590179e-04,9.843499078792592588e-03,1.086622554427713223e-02,8.173200255126713415e-03,5.839649941565798995e-03,5.971424229705381802e-03,7.817244026321806816e-03,6.090394085376021199e-03,6.084897322117152098e-03,6.704454275268941638e-03,6.642257746749460380e-03,6.649717774805176049e-03,6.526088735502547089e-03,6.730695824517085764e-03,6.738680507645573511e-03,2.769279890896909901e-02,3.769573990136475955e-02,4.745173087515597993e-02,8.059851997740678786e-02,1.524575950505734079e-02,1.867476595267423406e-02,6.025295579385574196e-02,2.599464058884619344e-02,2.829633155669286637e-02,4.114112482877591015e-02,3.583167649771967084e-02,3.764157680814385343e-02,3.695935685213994071e-02,3.846365045251829567e-02,3.917811269920573602e-02
1.199999999999999956e-01,-6.650946580133523280e-04,1.012016995831146668e-02,1.122884787427472740e-02,8.902871306787796257e-03,5.919054659662934502e-03,6.088453300995777528e-03,8.373656251329152089e-03,6.261969408870498265e-03,6.283052498197421593e-03,7.074441732824785986e-03,6.910686908256347821e-03,6.938146386844989272e-03,6.835397590805282302e-03,7.035545543828691101e-03,7.051242991941810041e-03,2.781852516401829914e-02,1.841507169652835396e-02,2.599441429132023917e-02,6.598710439611923939e-02,1.689982531141320625e-03,5.638675507543264472e-03,5.081871697845676689e-02,9.801551635054993328e-03,1.268974564302208924e-02,3.287613389775004974e-02,1.919566742895493019e-02,2.130845211342585407e-02,2.549505722332937041e-02,2.353622478212030397e-02,2.433761742715741250e-02
1.300000000000000044e-01,-3.671242257132426696e-04,1.022459282477778189e-02,1.140170883248363236e-02,9.500931775859719139e-03,5.892610967831887064e-03,6.100810340318962161e-03,8.827113686402938975e-03,6.312908741912266752e-03,6.362710839799221203e-03,7.360334319377112924e-03,7.049810577235055865e-03,7.097880553996785934e-03,7.045240009825631117e-03,7.219087678266143671e-03,7.242509741858614743e-03,3.230209424387742861e-02,3.026489313563314465e-03,9.261211581426672529e-03,5.382210834255535953e-02,-6.131647512994962967e-03,-2.424404782955007914e-03,3.949299812336246052e-02,1.530673586187464644e-03,4.275163854223572313e-03,2.414741236352471732e-02,9.644070685124024600e-03,1.157550043401140566e-02,1.681707666855964539e-02,1.391314977524545950e-02,1.462830693449700126e-02
1.400000000000000133e-01,-1.344449011958983312e-05,1.019018507133363435e-02,1.142566670612892195e-02,9.979456506997240461e-03,5.810552128834279260e-03,6.052597347793398086e-03,9.155469235118904661e-03,6.311070672941542989e-03,6.385208671827393052e-03,7.553112790918429555e-03,7.119924352206270790e-03,7.184651857762832348e-03,7.176115614615726640e-03,7.325407474008677720e-03,7.354904466205808983e-03,3.841567619575566445e-02,-9.451877362591967757e-03,-3.936099386660980338e-03,4.177871968000143599e-02,-9.717795188742269635e-03,-6.698121869213853261e-03,2.585586085805292172e-02,-1.214538302965780534e-03,8.477558352735403875e-04,1.422287541694818025e-02,4.986599172939801781e-03,6.339977647802703953e-03,9.500233554737787245e-03,7.780136604455060653e-03,8.262537709994362267e-03
1.499999999999999944e-01,3.907891999844557551e-04,1.004649450438554852e-02,1.133447543327093139e-02,1.033405687026193662e-02,5.705627832004444080e-03,5.974139065953135153e-03,9.343472606397101171e-03,6.295184548384037508e-03,6.386053078323594180e-03,7.644987332775502256e-03,7.155585726139011664e-03,7.230615113861688439e-03,7.237758764300751546e-03,7.379532619215129104e-03,7.412572219839681266e-03,4.160720570796661716e-02,-1.868609293214204894e-02,-1.370235643720847836e-02,2.900931570297034592e-02,-1.101845145997763092e-02,-8.723382423566223773e-03,1.187471012583188670e-02,-1.849719598493252889e-03,-5.410544286194674066e-04,4.278199111434278362e-03,2.261875758414290567e-03,2.989984261444823474e-03,2.943824792718965390e-03,3.172679174554974071e-03,3.407324721774089051e-03
1.600000000000000033e-01,7.986775855833782526e-04,9.828920165622149346e-03,1.116370001506026763e-02,1.055783649979703288e-02,5.593050364917542816e-03,5.881821584735241748e-03,9.398679167622060390e-03,6.272987344409587489e-03,6.374318271218547098e-03,7.643339928362064169e-03,7.164684767553905140e-03,7.244808064732088763e-03,7.237369760100899330e-03,7.389780234247677118e-03,7.424296485492633442e-03,3.888478365402747022e-02,-2.420650600188813811e-02,-1.985996217020938662e-02,1.571522120042719364e-02,-1.143817394735480511e-02,-9.625814267097309446e-03,-4.277804216061831255e-04,-2.762536693059819068e-03,-1.909195074379821996e-03,-4.294687190359813139e-03,-5.620542700521483775e-04,-2.153053890615883384e-04,-2.896691935068564094e-03,-1.131878942774416918e-03,-1.049480531678288406e-03
1.700000000000000122e-01,1.145643121417155418e-03,9.574780759510145497e-03,1.094892449592131146e-02,1.064877463807047814e-02,5.476757369566211467e-03,5.782789138181458448e-03,9.344728428957605609e-03,6.234804779594412504e-03,6.344373004781194043e-03,7.566448378040106955e-03,7.140603473585267931e-03,7.223878686591967725e-03,7.182396793518162383e-03,7.355950128165498168e-03,7.391142385595858913e-03,2.934930957557108783e-02,-2.602125775516041586e-02,-2.254215044731396056e-02,2.543864676866144578e-03,-1.188994231088629817e-02,-1.017714356674932936e-02,-9.819658715351521280e-03,-5.196867909207491393e-03,-4.309255916034995804e-03,-1.069628489392342868e-02,-4.489554759690227159e-03,-4.131880501938810929e-03,-7.979740092271991186e-03,-5.711939268521561835e-03,-5.630868935618323946e-03
1.799999999999999933e-01,1.367723861600327485e-03,9.318411547379270785e-03,1.072213636748021656e-02,1.061120937232253036e-02,5.354083285767812124e-03,5.678399445717755879e-03,9.212027562432991909e-03,6.163964776368943167e-03,6.284681532784564158e-03,7.436345746946747097e-03,7.071387865581433077e-03,7.159956383614352396e-03,7.080195884757337771e-03,7.274692011923078981e-03,7.311321933491452506e-03,1.449062846367469778e-02,-2.488211498846455358e-02,-2.245672329507179474e-02,-9.885931883956845800e-03,-1.267611785649503178e-02,-1.067994284157828926e-02,-1.632386588899414903e-02,-9.125242087207479508e-03,-7.719160386530804843e-03,-1.504339645576877917e-02,-9.442759970714365014e-03,-8.691456395464381909e-03,-1.234017657572653026e-02,-1.053294949358853615e-02,-1.030737221636696122e-02
1.900000000000000022e-01,1.427598493263272216e-03,9.082812644135688368e-03,1.050537689027599905e-02,1.045505999091787992e-02,5.222521312385475060e-03,5.569414738771829264e-03,9.024919956926976197e-03,6.050121155075811885e-03,6.188907380063160199e-03,7.270000424840332605e-03,6.950827197189765085e-03,7.049968245863010713e-03,6.937638674691428038e-03,7.145819169259806994e-03,7.185838052485986858e-03,-2.618782112967331724e-03,-2.206582232567279311e-02,-2.072174036979353151e-02,-2.113382377743686091e-02,-1.363751176579583099e-02,-1.107962088456812544e-02,-2.086738930065169806e-02,-1.366084620349762059e-02,-1.140366926995285690e-02,-1.807263100409029627e-02,-1.464292951705520318e-02,-1.324027785298819218e-02,-1.607331742666915156e-02,-1.517539935647012513e-02,-1.470821002482059284e-02
2.000000000000000111e-01,1.321530697702790738e-03,8.877554615535718924e-03,1.030901468830468064e-02,1.019330399563750204e-02,5.082827111687202720e-03,5.458544990891259739e-03,8.796471563960696002e-03,5.893804370448673356e-03,6.059836461881532022e-03,7.076188398698468954e-03,6.781859028562366339e-03,6.898607227840226029e-03,6.760858701855630704e-03,6.974136399773029488e-03,7.020156500396283056e-03,-1.796130350585261118e-02,-1.908465096451195109e-02,-1.857122796151340974e-02,-3.095633721865555590e-02,-1.416941690444205836e-02,-1.097213335894937219e-02,-2.484194030997559713e-02,-1.731769950026000593e-02,-1.415291991586357240e-02,-2.069379052562447807e-02,-1.887565684678419592e-02,-1.678009372280063125e-02,-1.917056972795560740e-02,-1.895130183890512271e-02,-1.822726474056324264e-02
2.099999999999999922e-01,1.085519891534902828e-03,8.697377634619692793e-03,1.013213688311508098e-02,9.841333383141996280e-03,4.942460461348831616e-03,5.352836900594365281e-03,8.526143396158186033e-03,5.711105119149267884e-03,5.912250610942258559e-03,6.855082944367876623e-03,6.580124369887326193e-03,6.720401311800336397e-03,6.556485986721415429e-03,6.771714360981379195e-03,6.825915857379850384e-03,-2.805025470589155717e-02,-1.726480402213984716e-02,-1.697797228816649504e-02,-3.913782088438558932e-02,-1.367916487138810637e-02,-9.992745010179028553e-03,-2.943280765096793414e-02,-1.871405266327034328e-02,-1.494744253642864285e-02,-2.365462276901072677e-02,-2.101151361578034241e-02,-1.847779117617013786e-02,-2.158703906170711048e-02,-2.121900075719427084e-02,-2.033624144513822632e-02
2.200000000000000011e-01,7.852383412533871536e-04,8.525535652652524790e-03,9.966111203479011138e-03,9.417037189055158311e-03,4.813930191373435447e-03,5.262128976334746154e-03,8.203967294286428069e-03,5.530111067545272208e-03,5.769044655043568080e-03,6.601009523586371004e-03,6.371151341908681300e-03,6.536513523265935661e-03,6.331800694607113422e-03,6.556262759300993809e-03,6.619141542291795931e-03,-3.072406974320267270e-02,-1.746691409120851302e-02,-1.639385188231714044e-02,-4.536085641332950752e-02,-1.179529070098671133e-02,-7.990755295255839302e-03,-3.517889922791078705e-02,-1.694023640541107711e-02,-1.329767980633664824e-02,-2.725241139034671745e-02,-2.029115861662799877e-02,-1.793503476806665442e-02,-2.320662977651580597e-02,-2.153617037590659089e-02,-2.073276493987951177e-02
2.300000000000000100e-01,4.973097997473921493e-04,8.340528577888415770e-03,9.801469073409750654e-03,8.942137927073759082e-03,4.711436567728545868e-03,5.196059171101313941e-03,7.819809154448678287e-03,5.383663323059008701e-03,5.653892554868176351e-03,6.309048362190760283e-03,6.184521859007151116e-03,6.368674851357254175e-03,6.095794064832628714e-03,6.348006430464973350e-03,6.417016627706542339e-03,-2.557720331651134119e-02,-1.988853142549307576e-02,-1.660894832516648240e-02,-4.916843055046037081e-02,-8.443590756532025343e-03,-5.077607127537206097e-03,-4.170243674311170656e-02,-1.177525564734436050e-02,-9.390041639763412398e-03,-3.109498247954492478e-02,-1.652391451752035015e-02,-1.532089918248798026e-02,-2.377105292877511322e-02,-1.975447085188196394e-02,-1.940867797759375513e-02
2.399999999999999911e-01,2.945731711825542022e-04,8.122515724879790164e-03,9.633781552419026437e-03,8.442986476759275702e-03,4.649222451767281300e-03,5.162606385348448602e-03,7.371655913619275247e-03,5.303639249679829512e-03,5.586131744248355041e-03,5.982141083699512446e-03,6.048739358866799150e-03,6.234670983976967930e-03,5.861250549480912300e-03,6.167247387515583691e-03,6.235704079638532647e-03,-1.407949042594286958e-02,-2.393777301156163953e-02,-1.682638033304633199e-02,-5.010900275876471743e-02,-3.827917542820132718e-03,-1.561277544957208070e-03,-4.768198299813248414e-02,-3.828588015636688949e-03,-4.030766502879539956e-03,-3.400685028736612908e-02,-1.026419094102477142e-02,-1.134863857936473444e-02,-2.284718548835938320e-02,-1.610629420314301646e-02,-1.665518294675871758e-02
2.500000000000000000e-01,2.266986118741875242e-04,7.861656592618641512e-03,9.470545497969886165e-03,7.951444453143202001e-03,4.638825499167536365e-03,5.166098363077292234e-03,6.876694294367989221e-03,5.312382614161398862e-03,5.574124151798843206e-03,5.640608788960712813e-03,5.983471520454308745e-03,6.142453851819761404e-03,5.647386555789757866e-03,6.030603577979636205e-03,6.087347515268719082e-03,6.131540533757112721e-04,-2.808845615210153746e-02,-1.554323267038935225e-02,-4.765970780015637426e-02,1.794856806549321310e-03,2.218910752032168462e-03,-5.060292817024862611e-02,5.539983763837253924e-03,1.499276441718107311e-03,-3.361439024518379781e-02,-2.834752051538470818e-03,-7.193375411228600767e-03,-1.953623120078451167e-02,-1.113846762293019786e-02,-1.294829404169427906e-02
2.600000000000000089e-01,3.014221225443795664e-04,7.566630837372174609e-03,9.330111286477801857e-03,7.500917015204312810e-03,4.684249498534236167e-03,5.204753013698983251e-03,6.378116373499847884e-03,5.409422442318474050e-03,5.610444665298666006e-03,5.326915405521797341e-03,5.987389802236535961e-03,6.086249260521555023e-03,5.478840744848625065e-03,5.944170064952559313e-03,5.976580106079981171e-03,1.361046280856887704e-02,-3.040043650267278824e-02,-1.214708035052402060e-02,-4.195623821835680473e-02,7.167627129614521572e-03,5.355159243516711964e-03,-4.797410959938148284e-02,1.333260971254441977e-02,5.359726604439847553e-03,-2.808630083023257520e-02,3.113437399422279688e-03,-4.381024575897789382e-03,-1.373233518396566738e-02,-6.307346811025148214e-03,-9.288319656083267317e-03
2.700000000000000178e-01,4.776699875295188896e-04,7.263323484560794616e-03,9.229763730956101406e-03,7.119005080355552371e-03,4.773457355011764824e-03,5.266088563469118952e-03,5.937166477456526370e-03,5.561155524294326621e-03,5.669863805761903193e-03,5.093134708381935605e-03,6.030722860479505870e-03,6.046239969588509434e-03,5.375449509906076589e-03,5.897090778493079694e-03,5.896843278280657769e-03,2.055899063396507409e-02,-2.990466287301192863e-02,-8.077885997618858976e-03,-3.428807533009681913e-02,1.009016473662494896e-02,6.480621859342601196e-03,-3.950900730662805505e-02,1.601522408587121790e-02,5.930608311289464231e-03,-1.831068003241658956e-02,4.744707005179222420e-03,-4.056393803301887833e-03,-7.051297457305330529e-03,-3.573256645739004717e-03,-6.975850992336213655e-03
2.800000000000000266e-01,6.947423385089225361e-04,6.973392942679736486e-03,9.163010504577181331e-03,6.815564328217518786e-03,4.874926507765967205e-03,5.326465887482494457e-03,5.596223070913397546e-03,5.712226167101240766e-03,5.719546377301940390e-03,4.962200437577787317e-03,6.068584429798269154e-03,5.998599996992531359e-03,5.333217361007209709e-03,5.864217787590313841e-03,5.831393464028059720e-03,2.226893603760171994e-02,-2.794909738555128795e-02,-5.575163321873413506e-03,-2.644677754989963395e-02,9.780049744194024841e-03,5.302199175980196189e-03,-2.854184693710442103e-02,1.358506988989757573e-02,3.716396508183537201e-03,-8.019812620586985741e-03,2.372226256139964556e-03,-5.638366922700116524e-03,-1.667736105030877616e-03,-3.304670614825192931e-03,-6.304836497350146604e-03
2.899999999999999800e-01,9.171332177507201134e-04,6.704252160411484397e-03,9.112272694949912974e-03,6.587932913966439326e-03,4.963026264755184512e-03,5.368124882097823763e-03,5.364391971029029357e-03,5.825757355098541701e-03,5.741053751863421650e-03,4.926690477530384221e-03,6.073490755083896415e-03,5.932010160236769747e-03,5.336317996695343589e-03,5.827186967193548166e-03,5.768137295262832850e-03,2.202695254910140218e-02,-2.583987894556833559e-02,-4.744429554177255828e-03,-1.916835121908140593e-02,7.697170604682343834e-03,2.940210739098221386e-03,-1.792507410813286989e-02,8.940825945978331593e-03,5.455580810238679773e-04,6.954855508969608885e-04,-1.501579735548765407e-03,-7.667749262808163865e-03,2.105463417472381010e-03,-4.194307435251544425e-03,-6.392282335836822760e-03
2.999999999999999889e-01,1.133071938279612677e-03,6.458765372348275469e-03,9.068042526754050217e-03,6.431233769210506664e-03,5.029291320158851657e-03,5.385659407850734194e-03,5.236600622913013814e-03,5.890767980924592299e-03,5.731713299358920724e-03,4.973937893423707735e-03,6.038767998506141058e-03,5.847054101619350922e-03,5.374103415056637363e-03,5.780549330800193071e-03,5.704410077424454037e-03,2.109771537190361854e-02,-2.307387460230010678e-02,-3.949029381777782732e-03,-1.217785094813867396e-02,5.721840085193770180e-03,6.822589824336811049e-04,-7.635517864484311912e-03,4.186732848585079242e-03,-2.260834759651208017e-03,8.752301555666194138e-03,-5.329293589114621373e-03,-9.159776153156790751e-03,5.499199692853833088e-03,-5.030212251179851275e-03,-6.227639398951898518e-03
3.099999999999999978e-01,1.338494908674451407e-03,6.247135882909544968e-03,9.037187781420567487e-03,6.344423257846239228e-03,5.081936938139837087e-03,5.384975839216432636e-03,5.211515902713102083e-03,5.913132022267195663e-03,5.700105808113573036e-03,5.101847576413580561e-03,5.970128730417908341e-03,5.753219033132533564e-03,5.447780923589632882e-03,5.729454840625461745e-03,5.646986600068205735e-03,2.001888514743798211e-02,-1.899341675160182846e-02,-1.964638561556625307e-03,-5.160935774747986426e-03,5.115375373794858911e-03,-5.982932077119346333e-04,2.603231160683195169e-03,5.558816320687977319e-04,-3.762263162781320173e-03,1.683833866306445881e-02,-8.159364538223436852e-03,-9.302405836603539618e-03,9.344379360696866352e-03,-4.980855846407401810e-03,-5.019228957233899495e-03
3.200000000000000067e-01,1.536056593004065610e-03,6.083667933166602218e-03,9.033844838180560624e-03,6.328469840109457456e-03,5.138556622798385633e-03,5.378817663471376076e-03,5.286827377478606552e-03,5.908855042013739026e-03,5.663889693687030637e-03,5.309093046869161302e-03,5.882110956941364981e-03,5.668637110790872811e-03,5.562643847803019556e-03,5.686149363121859555e-03,5.609730035601161180e-03,1.973979381814729497e-02,-1.352726878496264551e-02,1.504728754551036551e-03,1.965828406030980732e-03,6.566479254208707969e-03,-3.580853965311207214e-04,1.223789476401113477e-02,-9.895624980440775875e-04,-3.051793626258191266e-03,2.438301931647778031e-02,-9.028549134855944416e-03,-7.172396786558032401e-03,1.364722837310827601e-02,-3.379305846219908364e-03,-2.121219791446127094e-03
3.300000000000000155e-01,1.740516396272170137e-03,5.977784171814690822e-03,9.069215064249016092e-03,6.382352638993350410e-03,5.219636932797898539e-03,5.383115339053022586e-03,5.448176222001424943e-03,5.902571640051373567e-03,5.648243967165550612e-03,5.580785873323049727e-03,5.799155972461915963e-03,5.619196568704174811e-03,5.718867192704906594e-03,5.668042201129623245e-03,5.610575168712481943e-03,2.160624773423654860e-02,-7.763687417276191917e-03,5.499156866416988337e-03,8.619697673914607228e-03,9.877457061024918702e-03,1.441291166896216608e-03,1.937634792894551983e-02,2.074835174180054195e-04,3.657027176354626409e-04,2.924882264868836415e-02,-7.042071183047655600e-03,-2.267519522518989840e-03,1.734224338070762539e-02,3.621916766540856161e-05,2.529802342023572057e-03
3.400000000000000244e-01,1.976778614702483141e-03,5.923268407176315864e-03,9.139855552521385096e-03,6.494799880622106371e-03,5.338244525062861914e-03,5.410803327740856643e-03,5.658350517847392930e-03,5.921352517035180681e-03,5.678129950459815528e-03,5.877041812922523083e-03,5.750904997353261869e-03,5.629944145040459251e-03,5.902094528371397940e-03,5.690955655397876740e-03,5.662910478222196384e-03,2.593199976628224324e-02,-3.485852742412216126e-03,8.346749831445138962e-03,1.346002799548738291e-02,1.381926263127791071e-02,4.172674205970049524e-03,2.181490559182373834e-02,3.844266731492789781e-03,5.803061236823330027e-03,2.913042594849418743e-02,-2.246819278509829508e-03,4.571014934322187306e-03,1.887050697123696455e-02,4.635000796546471374e-03,7.924644513585316422e-03
