t,l_0_0,l_0_1,l_0_2,l_1_0,l_1_1,l_1_2,l_2_0,l_2_1,l_2_2,l_3_0,l_3_1,l_3_2,l_4_0,l_4_1,l_4_2,l_dot_0_0,l_dot_0_1,l_dot_0_2,l_dot_1_0,l_dot_1_1,l_dot_1_2,l_dot_2_0,l_dot_2_1,l_dot_2_2,l_dot_3_0,l_dot_3_1,l_dot_3_2,l_dot_4_0,l_dot_4_1,l_dot_4_2
9.599999999999999645e-01,5.753619978322070672e-03,3.274917587642944741e-03,9.991399309125353553e-03,6.669807223997819244e-03,6.654864832429629486e-03,5.920504779341479416e-03,6.389770627906255114e-03,6.402678740129001678e-03,6.457205646888089685e-03,6.413587760480034955e-03,6.418634639892080614e-03,6.417743638490253782e-03,6.408175381848419533e-03,6.420478544892820397e-03,6.420520924739631097e-03,7.611564982301416774e-03,-4.902088605045289670e-03,-3.130163283345720193e-03,-8.739265147537221990e-04,6.018638330315613820e-04,-1.810304060164617096e-04,-1.958493049834003630e-03,7.482243682673291995e-04,7.536301062404873611e-04,-2.265740070174918422e-03,1.018361181452995820e-03,7.895935820250652966e-04,-1.066393385275557883e-03,3.581540102202361835e-04,2.538519373230746588e-04
9.699999999999999734e-01,5.827041780506006866e-03,3.227734877333921990e-03,9.961117685093428403e-03,6.659153170073360030e-03,6.661915770854497446e-03,5.919737898053621487e-03,6.370576600320666631e-03,6.409987780602316963e-03,6.464685011867503904e-03,6.392610258460209791e-03,6.427961769675724461e-03,6.424977179414687219e-03,6.398455222629137289e-03,6.423619843368606926e-03,6.422716704430433445e-03,7.059954177101667762e-03,-4.526508283596812100e-03,-2.917238406206432155e-03,-1.237591190854968239e-03,8.001030866444569425e-04,2.071471497203320258e-05,-1.846799010341054065e-03,6.977512530333417106e-04,7.286699898935247201e-04,-1.901456261907732634e-03,8.339392998707401226e-04,6.460454908931073442e-04,-8.661879837680657411e-04,2.660266483918378782e-04,1.820437199122665784e-04
9.799999999999999822e-01,5.894466849204007576e-03,3.184589557053693360e-03,9.933253876568041638e-03,6.645283703443473702e-03,6.670779332022994980e-03,5.920828928625636832e-03,6.353403977472372663e-03,6.416360530226196575e-03,6.471533212361606398e-03,6.376097107342429925e-03,6.435050148290443611e-03,6.430439850586664938e-03,6.391074920703848292e-03,6.425703710387261659e-03,6.424084201781633981e-03,6.415294223250266568e-03,-4.096824259415578207e-03,-2.649173271852976221e-03,-1.515954122263755673e-03,9.633288692462732171e-04,1.888072114216364473e-04,-1.556132983405204492e-03,5.616283946282484788e-04,6.269227304338967702e-04,-1.376097926172275979e-03,5.718349815783887883e-04,4.356936266037524097e-04,-6.003032829790744740e-04,1.469229609223923164e-04,8.808274330378144164e-05
9.899999999999999911e-01,5.955401905485314257e-03,3.145780615311412429e-03,9.908129245501195656e-03,6.629174916577135201e-03,6.681021321771258605e-03,5.923366726310341085e-03,6.339788874625229727e-03,6.421062262991933736e-03,6.477079068246001034e-03,6.365275162346904249e-03,6.439316047241191478e-03,6.433619171413161239e-03,6.386506247302001053e-03,6.426544077824713000e-03,6.424467919335019248e-03,5.751239639031149181e-03,-3.654412081993321532e-03,-2.365734455098805408e-03,-1.689626471999010034e-03,1.077629901904820012e-03,3.101322298535111343e-04,-1.131202035390972693e-03,3.610969316028191252e-04,4.643036956554241106e-04,-7.561016759396939910e-04,2.650640917733363485e-04,1.843831337378757946e-04,-3.009143604362794549e-04,1.478460611846363305e-05,-1.738090694194800137e-05
1.000000000000000000e+00,6.009811746775016277e-03,3.111337834123402337e-03,9.885797998896446448e-03,6.611912173358574195e-03,6.692120001499744092e-03,5.926838617279698955e-03,6.330967375693648778e-03,6.423498485413011577e-03,6.480732031655786832e-03,6.360934056805604871e-03,6.440387333822481485e-03,6.434148793811094759e-03,6.385004366030618689e-03,6.426037628486663648e-03,6.423766766474373578e-03,5.141211711871873646e-03,-3.239949834387665512e-03,-2.105883523601319220e-03,-1.746432218790940679e-03,1.133266958110575214e-03,3.759194600887690615e-04,-6.244070356860938371e-04,1.216155519928430835e-04,2.614622837688522863e-04,-1.123363507793801418e-04,-5.076051680439426419e-05,-7.895701766616144458e-05,-1.203514102213025516e-06,-1.154025010653987984e-04,-1.224533880442497155e-04
1.010000000000000009e+00,6.058482481770546650e-03,3.080837677735681710e-03,9.865876489212823883e-03,6.594611303640409913e-03,6.703491629748334867e-03,5.930692505799586671e-03,6.327470920614168201e-03,6.423408795732356985e-03,6.482201519915204574e-03,6.362996277706731846e-03,6.438318333722464759e-03,6.432032201613821845e-03,6.386430218817826070e-03,6.424256468035253499e-03,6.422027836229436681e-03,4.644560964938348677e-03,-2.887310484573113976e-03,-1.903398104162277700e-03,-1.690252373439726351e-03,1.127701206528813633e-03,3.841572638598687839e-04,-9.437593495488093460e-05,-1.297763259490397440e-04,4.159377329271060630e-05,4.866845848383535584e-04,-3.430808092879790265e-04,-3.267881243472489173e-04,2.676121693783264401e-04,-2.310861483557697835e-04,-2.168700393351649560e-04
1.020000000000000018e+00,6.103016468664279430e-03,3.053406901683942617e-03,9.847543354750720387e-03,6.578361905908569965e-03,6.714518230392233986e-03,5.934364464508895889e-03,6.329067028272235100e-03,6.420894046901508626e-03,6.481527694062935545e-03,6.370481826636969699e-03,6.433604366498747035e-03,6.427662219088566518e-03,6.390239790182524263e-03,6.421451684115355406e-03,6.419452266404450554e-03,4.302986398933681192e-03,-2.621374075501253786e-03,-1.784687160791074761e-03,-1.541367203483222977e-03,1.066269925272017322e-03,3.400625897409228419e-04,3.970376199921712502e-04,-3.656108134274979301e-04,-1.706078537402377676e-04,9.787113682379637233e-04,-5.840571731917237885e-04,-5.344053312959107932e-04,4.781829519553626386e-04,-3.227528279536483386e-04,-2.924911617129569651e-04
1.030000000000000027e+00,6.145079943773452957e-03,3.028119255540407968e-03,9.829898720467161732e-03,6.563968121129873379e-03,6.724702706772884078e-03,5.937386446884121080e-03,6.335130171070452523e-03,6.416231273682868573e-03,6.478899007061392039e-03,6.382112487106758256e-03,6.426864421022937882e-03,6.421537571229724711e-03,6.395769728206069163e-03,6.417902717982936628e-03,6.416263610797751094e-03,4.140003134481032819e-03,-2.454176907187353204e-03,-1.761975372518350194e-03,-1.322223343876152571e-03,9.604160382502087336e-04,2.538648385770137308e-04,8.040707161739179577e-04,-5.623278069201118360e-04,-3.537329098705698860e-04,1.323361781765274156e-03,-7.528365702149559819e-04,-6.830744660754309479e-04,6.147993584075768037e-04,-3.824895959055594520e-04,-3.422916395938008748e-04
1.040000000000000036e+00,6.186463101415825942e-03,3.003980650950762755e-03,9.811972183379790921e-03,6.552046667991690346e-03,6.733645635622695878e-03,5.939365455859062573e-03,6.344712881828306304e-03,6.409867530110883657e-03,6.474640827910405419e-03,6.396343923138726566e-03,6.418857576398927754e-03,6.414268075062824759e-03,6.402254720164866561e-03,6.413938387748486201e-03,6.412723249564021739e-03,4.164777507793596817e-03,-2.388342668445699295e-03,-1.837733820899508990e-03,-1.058609631784514313e-03,8.258061062412763026e-04,1.397869060649603167e-04,1.091144659831762634e-03,-6.996529592270086303e-04,-4.883875099669192366e-04,1.495151920381489240e-03,-8.343265360220470956e-04,-7.583045476384112993e-04,6.695649414119320131e-04,-4.041883121742724213e-04,-3.603787171135498140e-04
1.050000000000000044e+00,6.228940019807824302e-03,2.980042200445381234e-03,9.792838479588511155e-03,6.542881668505146596e-03,6.741153173741291915e-03,5.940110419184910923e-03,6.356534366141026841e-03,6.402444228495689574e-03,6.469292409105872194e-03,6.411455187002457722e-03,6.410457900268401107e-03,6.406600222217650673e-03,6.408898296317282889e-03,6.409935935322102173e-03,6.409150294058140428e-03,4.361833384217769435e-03,-2.414037819352263942e-03,-2.003068503875752530e-03,-7.803547762195819134e-04,6.796950886257519366e-04,1.368069250962626734e-05,1.239681171501894790e-03,-7.669678413843011161e-04,-5.633414569052908093e-04,1.491271297735837680e-03,-8.261463041609963445e-04,-7.563785717646157297e-04,6.446088455560134095e-04,-3.876043665448573980e-04,-3.458467851568019016e-04
1.060000000000000053e+00,6.274089327959365449e-03,2.955489652535402828e-03,9.771698790585835181e-03,6.536408968779312476e-03,6.747241988501532541e-03,5.939634217236140594e-03,6.369118249718184500e-03,6.394720949574303308e-03,6.463536580000425920e-03,6.425721330453383964e-03,6.402558847996275664e-03,6.399331443026734512e-03,6.414947278506520634e-03,6.406277056319170833e-03,6.405882340904502439e-03,4.694166185034995623e-03,-2.510182736520582929e-03,-2.238371768108010640e-03,-5.177045942818074824e-04,5.398019728541851407e-04,-1.082048353495903317e-04,1.249697323031536984e-03,-7.632653611890913899e-04,-5.759050265882209195e-04,1.331377069908238177e-03,-7.376224076986035620e-04,-6.838924878981455678e-04,5.519529083004081705e-04,-3.375359460682937737e-04,-3.022015067755554822e-04
1.070000000000000062e+00,6.323073124055457114e-03,2.929724751839220959e-03,9.747955739958626478e-03,6.532374128419063224e-03,6.752038797876541015e-03,5.938031154400683943e-03,6.381141712022734072e-03,6.387386812015809733e-03,6.457974125283825854e-03,6.437721213688831802e-03,6.395901742843571221e-03,6.393108726155619786e-03,6.419797723015058070e-03,6.403268012986703880e-03,6.403184234371152826e-03,5.121336074890719264e-03,-2.652794641367771811e-03,-2.520249776969531261e-03,-2.944490876050555469e-04,4.221199265152755136e-04,-2.110371642660539577e-04,1.132167614103886779e-03,-6.915623451189247071e-04,-5.270022064076698666e-04,1.044495734388010792e-03,-5.811956852260720180e-04,-5.503907440588813420e-04,4.078255345359359739e-04,-2.592480787837988295e-04,-2.333796619721140088e-04
1.080000000000000071e+00,6.376672683157201711e-03,2.902369137005200717e-03,9.721225191380645711e-03,6.530316442717403087e-03,6.755804218414429574e-03,5.935521146646760733e-03,6.391401287120968173e-03,6.381087886149011505e-03,6.453182762352510995e-03,6.446313129899934082e-03,6.391101416977186880e-03,6.388479394840853448e-03,6.422996812680718988e-03,6.401159964643304487e-03,6.401277944142843256e-03,5.594788197401703335e-03,-2.814846392286444836e-03,-2.822830537572044302e-03,-1.305182793040073714e-04,3.389144701492255419e-04,-2.827320743884122081e-04,9.088511588563056220e-04,-5.621055249306303484e-04,-4.237365034566904776e-04,6.697145150078663957e-04,-3.760980094900401045e-04,-3.713185081636262343e-04,2.319272689902926498e-04,-1.612271985604719991e-04,-1.461914350559510866e-04
1.090000000000000080e+00,6.435020973996299042e-03,2.873406574928885539e-03,9.691468855290241366e-03,6.529560518116392896e-03,6.758927613273594745e-03,5.932470260789591762e-03,6.399043255243951935e-03,6.376291984110678442e-03,6.449628750822790878e-03,6.450915387896639930e-03,6.388487674246719206e-03,6.385775799382742077e-03,6.424367015613917549e-03,6.400081596075270045e-03,6.400292648017067224e-03,6.061873936715463616e-03,-2.969115205020913043e-03,-3.120584004571831660e-03,-3.732528918733468194e-05,2.956527444169170329e-04,-3.172275062575218561e-04,6.133541016223194829e-04,-3.933007926948822470e-04,-2.812043121132124586e-04,2.543018899852370540e-04,-1.477876067764701332e-04,-1.683805708080747001e-04,4.584599303626497228e-05,-5.503359068726578965e-05,-5.056547078510901144e-05
1.100000000000000089e+00,6.497725277827717631e-03,2.843089514253132298e-03,9.658900468923724281e-03,6.529363618712043238e-03,6.761821533272715373e-03,5.929283509365982155e-03,6.403599435275680353e-03,6.373250682640624158e-03,6.447603700792265899e-03,6.451447704381454984e-03,6.388115662256356291e-03,6.385098201917721768e-03,6.423953723393434172e-03,6.400038496357713866e-03,6.400252314176147275e-03,6.475525584360373663e-03,-3.092511405937851954e-03,-3.391858575990476000e-03,-1.794383991569368790e-05,2.922006274173665971e-04,-3.136504098414432881e-04,2.829268618776682688e-04,-2.062942537372558841e-04,-1.178676176049025105e-04,-1.557094950378088913e-04,7.809595412177223464e-05,3.566662963301391953e-05,-1.306229325710165550e-04,4.763820777773263482e-05,4.303965265414746099e-05
1.110000000000000098e+00,6.564130671132584020e-03,2.811778549923868616e-03,9.623835051196891199e-03,6.528981568986453113e-03,6.764885112836365247e-03,5.926328564952000784e-03,6.404814081561015747e-03,6.372099290470688293e-03,6.447250553956633025e-03,6.448077050710094953e-03,6.389902164442809451e-03,6.386385374956399762e-03,6.421898892184143073e-03,6.400965787566258516e-03,6.401102340759476719e-03,6.795886714474307956e-03,-3.164942610352157720e-03,-3.617148330572899501e-03,-7.004299914760387736e-05,3.264646354476359136e-04,-2.725204214569333715e-04,-4.483716565718679804e-05,-2.149238395791691018e-05,4.877143537321574837e-05,-5.170033328528765917e-04,2.783555861300746927e-04,2.203831339768210591e-04,-2.788958799812321209e-04,1.367754725848157671e-04,1.257481995282464264e-04
1.120000000000000107e+00,6.633239856840798809e-03,2.780003724474979648e-03,9.586752773513408307e-03,6.527742254911793503e-03,6.768463791737090555e-03,5.923946198477729290e-03,6.402810269403408534e-03,6.372759958781881555e-03,6.448537800193093056e-03,6.441375597745581383e-03,6.393540146485157845e-03,6.389385900684835772e-03,6.418512669092574230e-03,6.402703474083519010e-03,6.402706363165815324e-03,6.994756066014532793e-03,-3.173326783416461662e-03,-3.783735934836840627e-03,-1.844385577496373131e-04,3.917103634864137402e-04,-1.987638316370995658e-04,-3.356805812130135742e-04,1.416336727456667414e-04,2.014271592098059913e-04,-7.948378138124998719e-04,4.334419281348982685e-04,3.680764889990699191e-04,-3.851867348569606368e-04,2.038716140568168963e-04,1.897897998286993603e-04
1.130000000000000115e+00,6.703703185169327880e-03,2.748465079664812790e-03,9.548298109351956511e-03,6.525124413808391401e-03,6.772793994830631110e-03,5.922415630219645018e-03,6.398182989009147670e-03,6.374878974655833093e-03,6.451217985132745754e-03,6.432380730470690575e-03,6.398455952821072851e-03,6.393629911233236936e-03,6.414290225212782894e-03,6.404979959346543059e-03,6.404834789890663169e-03,7.061114109508612527e-03,-3.114984293490381199e-03,-3.888990268306871233e-03,-3.442948905906825069e-04,4.757373067020397440e-04,-1.028377071102264833e-04,-5.630602874323525431e-04,2.665648791846986806e-04,3.242409291608762769e-04,-9.689193212435657631e-04,5.301930264415516229e-04,4.657806267260341366e-04,-4.433772339792782882e-04,2.429396077405157216e-04,2.292035684574708816e-04
1.140000000000000124e+00,6.774134142289878029e-03,2.717854759970825002e-03,9.509111663169787093e-03,6.520789245700838940e-03,6.777988378993800300e-03,5.921907805196838584e-03,6.391746385439295297e-03,6.377967537829192651e-03,6.454909893550567733e-03,6.422269987479137937e-03,6.403982878118360915e-03,6.398550739431238706e-03,6.409761258914780171e-03,6.407482637049121722e-03,6.407214862750846077e-03,6.999238831080928543e-03,-2.994454132339617256e-03,-3.936501644700692373e-03,-5.292913481255434593e-04,5.659350392938971783e-04,3.592694373522997264e-06,-7.094793124264859967e-04,3.430127878156823346e-04,4.060456851024709627e-04,-1.031672554703814753e-03,5.634934207245290887e-04,5.070814930585311161e-04,-4.527821644554372673e-04,2.519512402879246359e-04,2.413777498184128208e-04
1.150000000000000133e+00,6.843336322264613643e-03,2.688743899593007674e-03,9.469729781668151727e-03,6.514553095574733207e-03,6.784081201324039870e-03,5.922481536432983376e-03,6.384307135761787752e-03,6.381555886498220878e-03,6.459185386955060976e-03,6.412109801239899987e-03,6.409521307944064834e-03,6.403590430854272202e-03,6.405386113006064468e-03,6.409927347488535501e-03,6.409579390529365241e-03,6.823204828478341734e-03,-2.819220519171264892e-03,-3.931756117213329980e-03,-7.192505572053687051e-04,6.524548130986880003e-04,1.112276822632789512e-04,-7.646841766609483067e-04,3.669154865035211097e-04,4.416873040553255286e-04,-9.833864797352035413e-04,5.347853162543547050e-04,4.918676988796181300e-04,-4.150508337008859748e-04,2.325951507672342192e-04,2.273097959446527996e-04
1.159999999999999920e+00,6.910278564890411958e-03,2.661618749567667194e-03,9.430621590141208613e-03,6.506439285867461793e-03,6.791000069886058907e-03,5.924107531984244487e-03,6.376759401157698279e-03,6.385133129308222417e-03,6.463582332537702070e-03,6.402942867840147843e-03,6.414490176589759431e-03,6.408208611040138933e-03,6.401599549227848969e-03,6.412049587725550046e-03,6.411679432565368063e-03,6.557607985180149285e-03,-2.602686842187496713e-03,-3.886397756226282751e-03,-8.947958492050489326e-04,7.252027021463703293e-04,2.102712707164560812e-04,-7.290673573250097683e-04,3.390433549301058946e-04,4.302904461401330311e-04,-8.367363418563680084e-04,4.511656082813043488e-04,4.252214154712870265e-04,-3.374793429898622190e-04,1.887035398864275282e-04,1.899606714345643374e-04
1.169999999999999929e+00,6.974284621635663817e-03,2.636777009421762720e-03,9.392089392850057339e-03,6.496721088548676644e-03,6.798535834467441842e-03,5.926642153399800002e-03,6.369961237896114639e-03,6.388205235443501599e-03,6.467656865631190438e-03,6.395612287255753210e-03,6.418412481297207893e-03,6.411959444986446190e-03,6.398727715716629079e-03,6.413641328397770222e-03,6.413317138118312770e-03,6.237253286928333418e-03,-2.363400204649770096e-03,-3.817326097626895509e-03,-1.040085532236221513e-03,7.762478369725668657e-04,2.921528658469092570e-04,-6.159858476151665232e-04,2.670945462641054571e-04,3.768740748142084007e-04,-6.176455937441361049e-04,3.266425080527998975e-04,3.184188022347832149e-04,-2.328485226174435067e-04,1.269045759961998229e-04,1.348355599955917332e-04
1.179999999999999938e+00,7.035031662789651904e-03,2.614332524679380699e-03,9.354265536802481434e-03,6.485774650774993495e-03,6.806435967243102021e-03,5.929882152219793229e-03,6.364572940401015504e-03,6.390393989025442562e-03,6.471047139726002206e-03,6.390661140037056341e-03,6.420976564075894615e-03,6.414531843809074922e-03,6.396957438112602611e-03,6.414570219946217136e-03,6.414358298634892201e-03,5.897313814522097720e-03,-2.119309629908777692e-03,-3.740959729240440901e-03,-1.144192039621385205e-03,8.011150508241994799e-04,3.512542655406847725e-04,-4.440767917076634120e-04,1.621811511547917382e-04,2.898148349875791338e-04,-3.550381783866614111e-04,1.773970126655051286e-04,1.850484592042635028e-04,-1.144944215800923471e-04,5.480612850915849116e-05,6.850544126971119623e-05
1.189999999999999947e+00,7.092385634162914551e-03,2.594299348444119475e-03,9.317194711358806058e-03,6.474030415390595594e-03,6.814442508906713193e-03,5.933576861281474393e-03,6.361148159522497271e-03,6.391404713883752295e-03,6.473415991321979091e-03,6.388471508696513465e-03,6.421975452630511103e-03,6.415672528520462506e-03,6.396401149987464632e-03,6.414750610611965817e-03,6.414697902232746433e-03,5.573211542752337655e-03,-1.888011180908247787e-03,-3.673421167265026547e-03,-1.198625366442891693e-03,7.967161450492073931e-04,3.839300221227349508e-04,-2.346194626282754620e-04,3.674812350004598611e-05,1.797072833142519203e-04,-7.932335310647815191e-05,2.046243902899253083e-05,4.023788961377260933e-05,4.012711210321499335e-06,-1.953643962470953113e-05,-1.757581624391597050e-06
1.199999999999999956e+00,7.146603506796966009e-03,2.576502192602416700e-03,9.280741981677078506e-03,6.461968849994956590e-03,6.822279431639838125e-03,5.937466642586440406e-03,6.359959035678098595e-03,6.391092654343137093e-03,6.474580852790397072e-03,6.389062269169170499e-03,6.421395015470390474e-03,6.415321527029264718e-03,6.397014104683805373e-03,6.414187095990781309e-03,6.414320857591356700e-03,5.294949737424510527e-03,-1.684101608648915036e-03,-3.628629814547371796e-03,-1.201753069384184662e-03,7.635125175061056131e-04,3.896564476797608270e-04,-1.174471014781333124e-05,-9.562210846571006029e-05,5.867333891255055618e-05,1.799633061410606336e-04,-1.280067921942215246e-04,-1.010639894929336933e-04,1.100357915319171310e-04,-8.879275268385065749e-05,-6.907561722808226896e-05
1.209999999999999964e+00,7.198373788543938577e-03,2.560558289780240273e-03,9.244573326923260018e-03,6.450104642665440736e-03,6.829659733570662625e-03,5.941294759366386354e-03,6.360944196963834452e-03,6.389486983306483757e-03,6.474544897538981117e-03,6.392037544302082291e-03,6.419438397959035918e-03,6.413642447531746685e-03,6.398574034508587582e-03,6.412985160152027443e-03,6.413314853908853169e-03,5.085057491212093168e-03,-1.518053817206631469e-03,-3.617285595191693272e-03,-1.159787661581005921e-03,7.061455260001834417e-04,3.714769206533127333e-04,1.983216545308618566e-04,-2.205249508088532456e-04,-5.998885342607982807e-05,3.956910034861276090e-04,-2.534833448078204106e-04,-2.247798584977055256e-04,1.926409177163703975e-04,-1.467158730265877428e-04,-1.272875259968006567e-04
1.219999999999999973e+00,7.248505916635218822e-03,2.546037072278376986e-03,9.208300684600739805e-03,6.438848527008753965e-03,6.836368483747874876e-03,5.944856615258225542e-03,6.363827727994661801e-03,6.386739031079726250e-03,6.473423984885214033e-03,6.396813874216838135e-03,6.416413068714605338e-03,6.410902430957089899e-03,6.400790534447662293e-03,6.411294011517123734e-03,6.411812274418644299e-03,4.955942801758110063e-03,-1.394765120116584715e-03,-3.644599105112999136e-03,-1.082305374848987990e-03,6.314950366645037194e-04,3.345109507340239454e-04,3.748551445792182822e-04,-3.259404080133368074e-04,-1.651575083190655281e-04,5.495078915376210406e-04,-3.454930623699373877e-04,-3.206155815306047639e-04,2.452034813982089919e-04,-1.887995713240364398e-04,-1.718545677740196788e-04
1.229999999999999982e+00,7.297797194129975080e-03,2.532518470333800648e-03,9.171547033440074007e-03,6.428515787545938283e-03,6.842271224228636990e-03,5.947972873091979945e-03,6.368240673732313700e-03,6.383080336215951958e-03,6.471356955122788308e-03,6.402757733036029686e-03,6.412676038318610404e-03,6.407379307533819963e-03,6.403361796100893316e-03,6.409280346320152949e-03,6.409949620131840699e-03,4.914241118141393985e-03,-1.315466429045647262e-03,-3.711870324661364125e-03,-9.792106496014823039e-04,5.470942607671105181e-04,2.853642772593841534e-04,5.024057046140840239e-04,-4.021034752759739678e-04,-2.469219748097823092e-04,6.297695281016709758e-04,-3.963515996843946718e-04,-3.803839182033373449e-04,2.644273277467175365e-04,-2.114113107373320234e-04,-1.988832564785009398e-04
1.239999999999999991e+00,7.347084959501204438e-03,2.519584890892618417e-03,9.133932702446570517e-03,6.419316595398136607e-03,6.847302614836518059e-03,5.950541235635753261e-03,6.373676366546665410e-03,6.378819300845620099e-03,6.468584498588426934e-03,6.409142867180970746e-03,6.408639333064130791e-03,6.403429646731882002e-03,6.405963631594870783e-03,6.407137769935512296e-03,6.407899892112659673e-03,4.957168881781318613e-03,-1.276823818229389906e-03,-3.816500258348447250e-03,-8.628148952971980822e-04,4.610831223290515007e-04,2.314638109718138213e-04,5.708813216935128363e-04,-4.427901839162132940e-04,-2.981614091158546042e-04,6.325836547086838985e-04,-4.031350940384555116e-04,-3.998603767936235748e-04,2.503826878394308148e-04,-2.132549610711620945e-04,-2.064854540370903541e-04
1.250000000000000000e+00,7.397147670341518155e-03,2.506878735587435292e-03,9.095123619489713096e-03,6.411290401865531348e-03,6.851498924790089262e-03,5.952576540885767820e-03,6.379508172357729531e-03,6.374325651638473346e-03,6.465454001357131240e-03,6.415213531967963942e-03,6.404731950745948428e-03,6.399470623755644343e-03,6.408284177032656966e-03,6.405068895210994616e-03,6.405862818169788878e-03,5.069577112210096707e-03,-1.269690000356903927e-03,-3.950669310243523115e-03,-7.469597327654258672e-04,3.816474484820111721e-04,1.803463370474721642e-04,5.789960337929196590e-04,-4.470897438029361416e-04,-3.166204697209186155e-04,5.653189230190771696e-04,-3.694997328693467730e-04,-3.808725950808661840e-04,2.078709336506846513e-04,-1.961981747210662225e-04,-1.957128081950802083e-04
1.260000000000000009e+00,7.448580417952293219e-03,2.494150446147101133e-03,9.054879641629796222e-03,6.404343024131301833e-03,6.854972299733946839e-03,5.954170369592761726e-03,6.385130115613465128e-03,6.369957191189968247e-03,6.462323110899209806e-03,6.420324682539264513e-03,6.401324764168870446e-03,6.395885877895996809e-03,6.410075316124708329e-03,6.403248769988060564e-03,6.404020957935856358e-03,5.230179095251532087e-03,-1.282196332269190230e-03,-4.103742431431314786e-03,-6.439511288274368112e-04,3.158350123105248199e-04,1.385183166152321511e-04,5.323458856497066075e-04,-4.177672004534956399e-04,-3.038798764034505800e-04,4.424763007235874945e-04,-3.028554888470772789e-04,-3.292571938888294797e-04,1.445206453296110432e-04,-1.637771420533545809e-04,-1.694074944266330711e-04
1.270000000000000018e+00,7.501784341692944828e-03,2.481242504343271829e-03,9.013051490466609389e-03,6.398319768027344381e-03,6.857881632590613272e-03,5.955417218083096029e-03,6.390035326571719826e-03,6.366041124177822773e-03,6.459470063520518848e-03,6.423984705305206371e-03,6.398724086565269441e-03,6.392959302918709355e-03,6.411158261656140465e-03,6.401818656483153520e-03,6.402510415387380020e-03,5.418452021539854786e-03,-1.302933680499930103e-03,-4.265078783068591145e-03,-5.629384388413664810e-04,2.687709734918329791e-04,1.115486511348840989e-04,4.394172694068637858e-04,-3.591118539116206236e-04,-2.625897580646985546e-04,2.800511568088254384e-04,-2.112009177723821369e-04,-2.514642079485327050e-04,6.839950552746260353e-05,-1.195602511928268882e-04,-1.305230152390286368e-04
1.280000000000000027e+00,7.556966992203481732e-03,2.468104061769672754e-03,8.969586845006621845e-03,6.392983102565766296e-03,6.860424241361555257e-03,5.956466013081008169e-03,6.393799789487949331e-03,6.362853219120192388e-03,6.457151740593461073e-03,6.425853615516425622e-03,6.397152538999365673e-03,6.390916912420861913e-03,6.411429421088924753e-03,6.400882287846203569e-03,6.401439679625236384e-03,5.611123046791355491e-03,-1.319861079302230879e-03,-4.423648702796541959e-03,-5.109751233925446555e-04,2.434137711225005927e-04,1.032966544590907570e-04,3.128838789861671291e-04,-2.785685106895106249e-04,-1.982122586766446853e-04,9.749273313931333109e-05,-1.052632317885588038e-04,-1.564492004698509440e-04,-1.148416659513406429e-05,-6.851147395616806273e-05,-8.333694381412481186e-05
1.290000000000000036e+00,7.614014686409176572e-03,2.454852156403988274e-03,8.924584493481017497e-03,6.388018991598744603e-03,6.862815923820174413e-03,5.957520455714884235e-03,6.396198209812642595e-03,6.360539837552098112e-03,6.455552539571573871e-03,6.425875701972977305e-03,6.396665485576857532e-03,6.389864531187793711e-03,6.410914753518253198e-03,6.400468131776654128e-03,6.400859795083768851e-03,5.785167970233698852e-03,-1.322101455215337002e-03,-4.569473189134808620e-03,-4.907019808192161726e-04,2.394929169500136163e-04,1.144138532552574280e-04,1.693936759936560672e-04,-1.863058793275174834e-04,-1.194817835777190981e-04,-8.404300341693644698e-05,2.665742283795684026e-06,-5.533115619613208089e-05,-8.619692690569306795e-05,-1.643993127164680322e-05,-3.322932615151683510e-05
1.300000000000000044e+00,7.672575723485374095e-03,2.441717323008939840e-03,8.878247133416512782e-03,6.383096167315261034e-03,6.865260061585590559e-03,5.958792124864957865e-03,6.397189148050345595e-03,6.359130997358125072e-03,6.454767633537203744e-03,6.424222074150412638e-03,6.397183577679830917e-03,6.389794163728007570e-03,6.409735623413905306e-03,6.400542322962080206e-03,6.400767019831935488e-03,5.921080291146880482e-03,-1.301276093403330508e-03,-4.694685065610978980e-03,-5.009455799659795743e-04,2.543196957597626583e-04,1.430376726895990849e-04,2.631890318326548291e-05,-9.301189127791205044e-05,-3.645808153105521807e-05,-2.450712041188105299e-04,1.010020794443725414e-04,4.061311461063655908e-05,-1.481021325169493716e-04,3.111684342690856030e-05,1.432576853052068566e-05
1.310000000000000053e+00,7.732238550776085115e-03,2.428935189268369762e-03,8.830789751719277450e-03,6.377927249647193791e-03,6.867934470744493751e-03,5.960431394165601610e-03,6.396816948244795666e-03,6.358621391020216271e-03,6.454798777247558288e-03,6.421131883853945822e-03,6.398596661852005811e-03,6.390617606777015264e-03,6.408029701975069201e-03,6.401050990926302094e-03,6.401118357360966252e-03,6.005365124488131097e-03,-1.251801189674195489e-03,-4.793627523245403560e-03,-5.384389289072671024e-04,2.843954647034262423e-04,1.870302207305080664e-04,-1.016603291522794332e-04,-7.560721401417134406e-06,4.268294339349276928e-05,-3.704829298101973097e-04,1.809691813678116195e-04,1.226802204757334658e-04,-1.914271623026465917e-04,7.012514657321825408e-05,5.522235298540230852e-05
